USGS_Station_Number,Field_Name,project,discrete,estimated,frozen,storm,unique_storm_number,n_sub_flow_events,storm_start,storm_end,runoff_volume,peak_discharge,estimated_flow_fraction,suspended_sediment_load_pounds,chloride_load_pounds,nitrate_plus_nitrite_load_pounds,ammonia_plus_ammonium_load_pounds,total_Kjeldahl_nitrogen_unfiltered_load_pounds,orthophosphate_load_pounds,total_phosphorus_unfiltered_load_pounds,total_nitrogen_load_pounds,organic_nitrogen_load_pounds,dissolved_organic_carbon_load_pounds,total_organic_carbon_load_pounds,total_Kjeldahl_nitrogen_filtered_load_pounds,total_phosphorus_filtered_load_pounds,total_dissolved_solids_load_pounds,total_solids_load_pounds,total_suspended_solids_load_pounds,total_volatile_suspended_solids_load_pounds,suspended_sediment_conc_mgL,chloride_conc_mgL,nitrate_plus_nitrite_conc_mgL,ammonia_plus_ammonium_conc_mgL,total_Kjeldahl_nitrogen_unfiltered_conc_mgL,orthophosphate_conc_mgL,total_phosphorus_unfiltered_conc_mgL,total_nitrogen_conc_mgL,organic_nitrogen_conc_mgL,dissolved_organic_carbon_conc_mgL,total_organic_carbon_conc_mgL,total_Kjeldahl_nitrogen_filtered_conc_mgL,total_phosphorus_filtered_conc_mgL,total_dissolved_solids_conc_mgL,total_solids_conc_mgL,total_suspended_solids_conc_mgL,total_volatile_suspended_solids_conc_mgL,remark_suspended_sediment,remark_chloride,remark_nitrate_plus_nitrite,remark_ammonia_plus_ammonium,remark_total_Kjeldahl_nitrogen_unfiltered,remark_orthophosphate,remark_total_phosphorus_unfiltered,remark_total_nitrogen,remark_organic_nitrogen,remark_dissolved_organic_carbon,remark_total_organic_carbon,remark_total_Kjeldahl_nitrogen_filtered,remark_total_phosphorus_filtered,remark_total_dissolved_solids,remark_total_solids,remark_total_suspended_solids,remark_total_volatile_suspended_solids,suspended_sediment_yield_pounds_per_acre,chloride_yield_pounds_per_acre,nitrate_plus_nitrite_yield_pounds_per_acre,ammonia_plus_ammonium_yield_pounds_per_acre,total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre,orthophosphate_yield_pounds_per_acre,total_phosphorus_unfiltered_yield_pounds_per_acre,total_nitrogen_yield_pounds_per_acre,organic_nitrogen_yield_pounds_per_acre,dissolved_organic_carbon_yield_pounds_per_acre,total_organic_carbon_yield_pounds_per_acre,total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre,total_phosphorus_filtered_yield_pounds_per_acre,total_dissolved_solids_yield_pounds_per_acre,total_solids_yield_pounds_per_acre,total_suspended_solids_yield_pounds_per_acre,total_volatile_suspended_solids_yield_pounds_per_acre,rain,duration,Ievent,I5,I10,I15,I30,I60,energy_m1,erosivity_m1,energy_m2,erosivity_m2,ARFdays1,ARFdays2,ARFdays7,ARFdays14,remark_rain
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2022-5,1,4/1/2022 19:15,4/2/2022 7:15,5562,0.531,1,3.82,0.0868,0.0347,0.125,0.823,0.151,0.219,0.858,0.698,NA,NA,NA,NA,NA,NA,NA,NA,11,0.5,0.1,0.36,2.37,0.436,0.63,2.47,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,0.00391,0.00156,0.00563,0.0371,0.00682,0.00985,0.0386,0.0314,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.06,1.7,zero frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2022-6,1,4/2/2022 17:15,4/3/2022 3:30,1204,0.0741,1,0.827,0.0188,0.00752,0.0271,0.178,0.0328,0.0474,0.186,0.151,NA,NA,NA,NA,NA,NA,NA,NA,11,0.5,0.1,0.36,2.37,0.436,0.63,2.47,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0372,0.000847,0.000339,0.00122,0.00803,0.00148,0.00213,0.00836,0.00681,NA,NA,NA,NA,NA,NA,NA,NA,0.07,11.2,0.00625,0.12,0.06,0.04,0.02,0.02,28.36,0.005671,22.87,0.004573,0,0,0.06,1.7,frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2022-7,1,4/3/2022 16:45,4/3/2022 19:45,177.8,0.0262,1,0.122,0.00278,0.00111,0.004,0.0263,0.00484,0.00699,0.0274,0.0223,NA,NA,NA,NA,NA,NA,NA,NA,11,0.5,0.1,0.36,2.37,0.436,0.63,2.47,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,0.000125,0.00005,0.00018,0.00118,0.000218,0.000315,0.00123,0.001,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.07,0.13,1.77,zero frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2022-8,1,4/4/2022 22:00,4/5/2022,216.9,0.0582,1,0.149,0.00338,0.00135,0.00487,0.0321,0.0059,0.00853,0.0334,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,11,0.5,0.1,0.36,2.37,0.436,0.63,2.47,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00671,0.000152,0.000061,0.00022,0.00145,0.000266,0.000384,0.00151,0.00123,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.17,1.52,zero frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2022-9,1,4/6/2022 8:45,4/6/2022 12:00,133.1,0.0228,1,0.0914,0.00208,0.000831,0.00299,0.0197,0.00362,0.00523,0.0205,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,11,0.5,0.1,0.36,2.37,0.436,0.63,2.47,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00412,0.0000936,0.0000374,0.000135,0.000887,0.000163,0.000236,0.000924,0.000752,NA,NA,NA,NA,NA,NA,NA,NA,0.38,8.233,0.04615,0.24,0.18,0.16,0.14,0.11,167.5,0.2345,202,0.2828,0.01,0.05,0.18,1.45,frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,0,1,1,2023-1,1,2/15/2023 6:45,2/17/2023 0:36,26930,1.024,0,21.9,0.42,0.841,1.65,2.56,0.649,0.815,3.4,0.908,NA,NA,NA,NA,NA,NA,NA,NA,13,0.5,0.5,0.98,1.52,0.386,0.485,2.02,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984,0.0189,0.0379,0.0742,0.115,0.0292,0.0367,0.153,0.0409,NA,NA,NA,NA,NA,NA,NA,NA,0.67,15.12,0.04432,0.48,0.42,0.32,0.22,0.15,304.3,0.6694,357.7,0.7869,0,0,0,0,frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2023-2,1,3/27/2023 18:45,3/28/2023 0:56,280.5,0.0228,1,0.228,0.00438,0.00876,0.0172,0.0266,0.00676,0.00849,0.0354,0.00946,NA,NA,NA,NA,NA,NA,NA,NA,13,0.5,0.5,0.98,1.52,0.386,0.485,2.02,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,0.000197,0.000394,0.000773,0.0012,0.000305,0.000383,0.00159,0.000426,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.18,zero frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2023-3,1,3/31/2023 11:22,4/1/2023 8:59,3083,0.0773,1,2.5,0.0481,0.0962,0.189,0.293,0.0743,0.0933,0.389,0.104,NA,NA,NA,NA,NA,NA,NA,NA,13,0.5,0.5,0.98,1.52,0.386,0.485,2.02,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,0.00217,0.00433,0.0085,0.0132,0.00335,0.0042,0.0175,0.00468,NA,NA,NA,NA,NA,NA,NA,NA,1.57,19.83,0.07916,0.48,0.42,0.4,0.36,0.33,880.6,3.17,1013,3.649,0,0,0,0,frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,1,1,2023-4,7,4/3/2023 15:56,4/11/2023 23:30,892400,11.34,0.023,443,14.9,3.42,77.8,114,16.3,21,118,36.5,NA,NA,NA,NA,NA,NA,NA,NA,8.2,0.5,0.1,1.4,2.05,0.293,0.377,2.11,0.65,NA,NA,NA,NA,NA,NA,NA,NA,<,<,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,0.673,0.154,3.5,5.15,0.736,0.946,5.3,1.64,NA,NA,NA,NA,NA,NA,NA,NA,0.51,22.05,0.02313,0.96,0.54,0.44,0.34,0.28,320,1.088,339.2,1.153,0,0,1.57,1.57,runoff_index frozen
USGS-451021089064901,AO1,DiscoveryFarms,0,1,0,1,2023-5,1,6/3/2023 20:48,6/3/2023 21:11,34.5,0.0588,1,0.028,0.000538,0.00108,0.00211,0.00327,0.000831,0.00104,0.00435,0.00116,NA,NA,NA,NA,NA,NA,NA,NA,13,0.5,0.5,0.98,1.52,0.386,0.485,2.02,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00126,0.0000242,0.0000485,0.000095,0.000147,0.0000374,0.000047,0.000196,0.0000524,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.7167,1.13,4.44,3.6,2.68,1.54,0.81,827.6,12.74,809.1,12.46,0,0,0,0,NA
USGS-451021089064901,AO1,DiscoveryFarms,0,1,0,1,2023-6,1,7/29/2023 0:56,7/29/2023 2:00,1165,0.6054,1,0.945,0.0182,0.0364,0.0713,0.111,0.0281,0.0353,0.147,0.0393,NA,NA,NA,NA,NA,NA,NA,NA,13,0.5,0.5,0.98,1.52,0.386,0.485,2.02,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0426,0.000819,0.00164,0.00321,0.00498,0.00126,0.00159,0.00662,0.00177,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.083,1.302,2.64,2.46,1.96,1.38,1.34,1461,20.16,1370,18.91,0.7,0.7,1.47,2.29,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-2,1,10/28/2018 11:30,10/28/2018 16:15,139.7,0.017,1,0.759,0.00436,0.00349,0.00576,0.0204,0.00562,0.01,0.0239,0.0147,NA,NA,NA,NA,NA,NA,NA,NA,87,0.5,0.4,0.66,2.34,0.644,1.15,2.74,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135,0.0000776,0.0000621,0.000102,0.000363,0.0001,0.000179,0.000425,0.000261,NA,NA,NA,NA,NA,NA,NA,NA,0.48,5.167,0.0929,0.36,0.3,0.32,0.26,0.22,250.6,0.6515,296.1,0.7699,0,0,0,0.44,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-3,1,11/4/2018 18:00,11/5/2018 13:30,21770,0.989,1,118,0.68,0.544,0.897,3.18,0.875,1.56,3.72,2.28,NA,NA,NA,NA,NA,NA,NA,NA,87,0.5,0.4,0.66,2.34,0.644,1.15,2.74,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.0121,0.00967,0.016,0.0566,0.0156,0.0278,0.0663,0.0406,NA,NA,NA,NA,NA,NA,NA,NA,1.16,18.67,0.06214,0.24,0.24,0.2,0.14,0.14,542.3,0.7592,664.8,0.9307,0,0,0.38,0.49,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-4,1,11/6/2018 1:15,11/7/2018 15:15,6434,0.3012,1,34.9,0.201,0.161,0.265,0.94,0.259,0.462,1.1,0.675,NA,NA,NA,NA,NA,NA,NA,NA,87,0.5,0.4,0.66,2.34,0.644,1.15,2.74,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,0.00357,0.00286,0.00472,0.0167,0.0046,0.00822,0.0196,0.012,NA,NA,NA,NA,NA,NA,NA,NA,0.33,21.58,0.01529,0.12,0.12,0.08,0.06,0.06,122,0.07323,125.5,0.0753,0.02,1.16,1.16,1.65,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,1,1,2019-5,1,12/28/2018 8:30,12/28/2018 21:30,64.3,0.0019,1,0.0401,0.001,0.00201,0.00309,0.00541,0.000537,0.000902,0.00742,0.00233,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,0.5,0.77,1.35,0.134,0.225,1.85,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000714,0.0000178,0.0000357,0.000055,0.0000964,0.00000957,0.0000161,0.000132,0.0000414,NA,NA,NA,NA,NA,NA,NA,NA,0.03,2.767,0.01084,0.12,0.06,0.04,0.02,0.02,15.18,0.003037,12.97,0.002595,0.29,0.29,0.29,0.29,frozen
USGS-451207089041801,AO2,DiscoveryFarms,0,0,1,1,2019-6,4,3/14/2019 9:00,3/30/2019 23:30,2654000,7.607,0,2790,66.7,54.8,116,246,25.6,41.7,301,130,NA,NA,NA,NA,NA,NA,NA,NA,17.2,0.5,0.33,0.698,1.48,0.155,0.251,1.81,0.79,NA,NA,NA,NA,NA,NA,NA,NA,<,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,1.19,0.975,2.06,4.37,0.455,0.741,5.35,2.32,NA,NA,NA,NA,NA,NA,NA,NA,0.91,24.47,0.03719,0.84,0.66,0.56,0.42,0.27,575.6,2.417,605.7,2.544,0.12,0.5,0.5,0.5,runoff_index frozen
USGS-451207089041801,AO2,DiscoveryFarms,0,1,1,1,2019-7,1,4/2/2019 17:30,4/5/2019 22:15,2711,0.1844,1,6.77,0.0423,0.0338,0.0948,0.261,0.0254,0.0474,0.294,0.166,NA,NA,NA,NA,NA,NA,NA,NA,40,0.5,0.2,0.56,1.54,0.15,0.28,1.74,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.000753,0.000602,0.00169,0.00464,0.000452,0.000843,0.00524,0.00295,NA,NA,NA,NA,NA,NA,NA,NA,0.05,64.27,0.000778,0.24,0.12,0.08,0.06,0.03,23.95,0.01437,19.15,0.01149,0,0,0,0,frozen
USGS-451207089041801,AO2,DiscoveryFarms,1,0,1,1,2019-8,1,4/6/2019 15:55,4/7/2019 6:45,16110,0.7901,0,302,2.11,0.503,0.573,4.42,0.115,1.67,4.93,3.85,NA,NA,NA,NA,NA,NA,NA,NA,300,2.1,0.5,0.57,4.4,0.114,1.66,4.9,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37,0.0376,0.00895,0.0102,0.0787,0.00204,0.0297,0.0877,0.0685,NA,NA,NA,NA,NA,NA,NA,NA,0.47,10.2,0.04608,0.36,0.24,0.2,0.18,0.14,223.5,0.4024,265.3,0.4775,0.02,0.02,0.05,0.05,frozen
USGS-451207089041801,AO2,DiscoveryFarms,0,1,1,1,2019-9,1,4/8/2019 22:00,4/8/2019 23:45,17.1,0.005,1,0.11,0.000267,0.000428,0.000332,0.00114,0.0000706,0.000351,0.00157,0.000813,NA,NA,NA,NA,NA,NA,NA,NA,103,0.5,0.4,0.31,1.07,0.066,0.328,1.47,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196,0.0000048,0.00000762,0.0000059,0.0000204,0.00000126,0.00000624,0.000028,0.0000145,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.5667,0.1588,0.36,0.36,0.28,0.16,0.09,62.31,0.0997,65.53,0.1048,0.07,0.2,0.61,0.61,frozen
USGS-451207089041801,AO2,DiscoveryFarms,1,0,1,1,2019-10,3,4/16/2019 21:00,4/19/2019 18:15,755000,20.08,0,28700,20.8,22.9,13.9,166,5.44,95.4,189,153,NA,NA,NA,NA,NA,NA,NA,NA,610,0.7,0.49,0.295,3.53,0.116,2.02,4.02,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,0.371,0.408,0.247,2.96,0.0968,1.7,3.37,2.71,NA,NA,NA,NA,NA,NA,NA,NA,1.4,10.82,0.1294,0.84,0.66,0.56,0.48,0.43,935.9,4.493,1007,4.832,0,0.01,0.01,0.68,runoff_index frozen
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-11,1,5/1/2019 10:45,5/1/2019 13:55,29.7,0.007,1,0.174,0.00333,0.00204,0.000648,0.00318,0.000226,0.00125,0.00522,0.00254,NA,NA,NA,NA,NA,NA,NA,NA,94,1.8,1.1,0.35,1.72,0.122,0.674,2.82,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031,0.0000593,0.0000362,0.0000115,0.0000567,0.00000402,0.0000222,0.0000929,0.0000451,NA,NA,NA,NA,NA,NA,NA,NA,0.51,7.933,0.06429,0.24,0.24,0.24,0.22,0.16,253,0.5567,303.5,0.6678,0.03,0.17,0.21,1.63,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,0,0,1,2019-12,1,5/8/2019 22:50,5/9/2019 22:00,15500,0.9494,0,1350,0.242,0.387,0.252,6.61,0.197,4.1,6.99,6.36,NA,NA,NA,NA,NA,NA,NA,NA,1390,0.5,0.4,0.26,6.83,0.204,4.24,7.23,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.0043,0.00689,0.00448,0.118,0.00351,0.073,0.124,0.113,NA,NA,NA,NA,NA,NA,NA,NA,1.44,21.58,0.06672,0.72,0.54,0.44,0.28,0.25,777.9,2.178,898.3,2.515,0,0,0.24,0.97,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-13,1,5/19/2019 7:53,5/19/2019 22:45,4035,0.4064,1,351,0.063,0.101,0.0655,1.72,0.0514,1.07,1.82,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1390,0.5,0.4,0.26,6.83,0.204,4.24,7.23,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.00112,0.00179,0.00117,0.0306,0.000914,0.019,0.0324,0.0294,NA,NA,NA,NA,NA,NA,NA,NA,0.93,13.82,0.06731,0.48,0.36,0.36,0.28,0.23,520.6,1.458,590.6,1.654,0.11,0.11,0.29,1.97,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,0,0,1,2019-14,1,5/27/2019 23:56,5/28/2019 7:45,8211,0.6983,0,98.4,0.128,0.0256,0.041,0.641,0.0456,0.422,0.666,0.6,NA,NA,NA,NA,NA,NA,NA,NA,192,0.5,0.1,0.08,1.25,0.089,0.824,1.3,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0.00228,0.000456,0.00073,0.0114,0.000812,0.00752,0.0119,0.0107,NA,NA,NA,NA,NA,NA,NA,NA,0.89,11.12,0.08006,0.6,0.42,0.32,0.3,0.28,508,1.524,581.1,1.743,0.16,0.16,0.33,1.65,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-15,1,6/14/2019 16:47,6/14/2019 23:45,876.7,0.1578,1,10.5,0.0137,0.00274,0.00438,0.0684,0.00487,0.0451,0.0712,0.064,NA,NA,NA,NA,NA,NA,NA,NA,192,0.5,0.1,0.08,1.25,0.089,0.824,1.3,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,0.000244,0.0000487,0.0000779,0.00122,0.0000867,0.000802,0.00127,0.00114,NA,NA,NA,NA,NA,NA,NA,NA,1,7.217,0.1386,0.6,0.42,0.44,0.38,0.31,580.3,2.205,668.6,2.541,0,0.21,1.16,1.24,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-16,1,6/15/2019 2:56,6/15/2019 8:45,1567,0.313,1,18.8,0.0244,0.00489,0.00782,0.122,0.0087,0.0806,0.127,0.114,NA,NA,NA,NA,NA,NA,NA,NA,192,0.5,0.1,0.08,1.25,0.089,0.824,1.3,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334,0.000435,0.000087,0.000139,0.00218,0.000155,0.00143,0.00226,0.00204,NA,NA,NA,NA,NA,NA,NA,NA,0.37,5.7,0.06491,1.08,0.72,0.8,0.54,0.35,294.9,1.592,292.9,1.582,1,1,2.16,2.19,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-17,1,6/28/2019 7:47,6/28/2019 9:45,203.6,0.1071,1,2.44,0.00318,0.000636,0.00102,0.0159,0.00113,0.0105,0.0165,0.0149,NA,NA,NA,NA,NA,NA,NA,NA,192,0.5,0.1,0.08,1.25,0.089,0.824,1.3,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0434,0.0000565,0.0000113,0.0000181,0.000283,0.0000201,0.000186,0.000294,0.000265,NA,NA,NA,NA,NA,NA,NA,NA,0.75,4.383,0.1711,0.84,0.72,0.68,0.52,0.32,553.5,2.878,568.9,2.958,0.16,0.16,0.24,1.71,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,0,0,1,2019-18,1,7/6/2019 5:27,7/6/2019 14:15,14320,3.345,0,2950,3.58,1.61,1.4,14.4,0.565,8.33,16,13,NA,NA,NA,NA,NA,NA,NA,NA,3300,4,1.8,1.56,16.1,0.632,9.31,17.9,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4,0.0636,0.0286,0.0248,0.256,0.0101,0.148,0.285,0.231,NA,NA,NA,NA,NA,NA,NA,NA,1.53,10.23,0.1495,4.8,4.26,3.76,2.2,1.1,1388,30.53,1381,30.38,0,0.06,0.48,1.47,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,0,0,1,2019-19,1,7/15/2019 7:38,7/16/2019 8:15,11950,1.035,0,1010,0.672,0.672,0.351,6.63,0.394,3.93,7.3,6.28,NA,NA,NA,NA,NA,NA,NA,NA,1350,0.9,0.9,0.47,8.89,0.528,5.27,9.79,8.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.0119,0.0119,0.00624,0.118,0.00701,0.07,0.13,0.112,NA,NA,NA,NA,NA,NA,NA,NA,1.91,22.67,0.08426,3.6,2.34,1.56,0.9,0.51,1564,14.07,1561,14.04,0,0.01,0.08,1.96,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,0,0,1,2019-20,1,7/20/2019 1:23,7/20/2019 9:00,19220,2.815,0,1180,8.28,0.96,1.43,10.7,1.25,5.69,11.6,9.24,NA,NA,NA,NA,NA,NA,NA,NA,982,6.9,0.8,1.19,8.89,1.04,4.74,9.69,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.147,0.0171,0.0254,0.19,0.0222,0.101,0.207,0.164,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.55,0.5419,4.2,2.7,2.08,1.38,0.83,822.1,11.35,792,10.93,0,0.2,2.16,3.72,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-21,1,7/20/2019 17:39,7/20/2019 23:30,877.2,0.1412,1,53.8,0.378,0.0438,0.0652,0.487,0.057,0.26,0.531,0.422,NA,NA,NA,NA,NA,NA,NA,NA,982,6.9,0.8,1.19,8.89,1.04,4.74,9.69,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957,0.00672,0.00078,0.00116,0.00866,0.00101,0.00462,0.00944,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,0.22,3.867,0.0569,0.24,0.24,0.24,0.18,0.12,107.2,0.1929,126.8,0.2282,0.84,0.84,2.95,3.03,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,1,0,1,2019-22,1,8/5/2019 19:34,8/6/2019 1:30,2108,0.578,1,129,0.908,0.105,0.157,1.17,0.137,0.624,1.28,1.01,NA,NA,NA,NA,NA,NA,NA,NA,982,6.9,0.8,1.19,8.89,1.04,4.74,9.69,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.0162,0.00187,0.00279,0.0208,0.00244,0.0111,0.0227,0.018,NA,NA,NA,NA,NA,NA,NA,NA,0.78,5.783,0.1349,1.68,1.44,1.08,0.7,0.42,698.2,4.887,668.4,4.679,0.01,0.09,0.09,0.49,NA
USGS-451207089041801,AO2,DiscoveryFarms,0,0,0,1,2019-23,1,9/3/2019 6:42,9/3/2019 19:00,11380,2.134,0,187,1.14,0.0711,1.19,10.7,1.29,2.1,10.8,9.54,NA,NA,NA,NA,NA,NA,NA,NA,263,1.6,0.1,1.67,15.1,1.82,2.96,15.2,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,0.0202,0.00126,0.0211,0.191,0.023,0.0374,0.192,0.17,NA,NA,NA,NA,NA,NA,NA,NA,1.39,5.35,0.2598,3.24,2.94,2.44,1.56,0.8,1371,21.39,1325,20.67,0,0,0.24,0.4,NA
