"","USGS_Station_Number","Field_Name","P_start","P_end","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","Associated_Q","Q_total_volume","Date","Tmp","P_frozen","dup_Q","BasinArea_ac","area_ft2","Q_total_in","Monitoring","FarmEnterprise","CropRotation","Tillage","Tile","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","Clay_Fraction","Field_Year","PerennialFrac","Start_Date_wt","DSP","Crop","PreviousCrop","Annual_Tillage"
"11398","USGS-433821090063801","RS1","2019-10-02 05:32:00","2019-10-02 09:12:00",0.2,3.667,0.05455,0.48,0.36,0.32,0.3,0.16,132.3,0.3968,139.3,0.418,1.06,1.1,1.3,1.86,TRUE,8.5,"2019-10-02",16.2700004577637,FALSE,FALSE,2.1,91476,0.00111504656959202,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",152,"Cover Crop Mix","Corn","Conventional"
"11399","USGS-433821090063801","RS1","2019-10-03 00:25:00","2019-10-03 00:34:00",0.04,0.15,0.2667,0.24,0.24,0.16,0.08,0.04,27.42,0.02193,29.72,0.02377,0.28,1.26,1.5,2.06,FALSE,0,"2019-10-03",11.0500001907349,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",153,"Cover Crop Mix","Corn","Conventional"
"11400","USGS-433821090063801","RS1","2019-10-05 13:48:00","2019-10-05 13:56:00",0.04,0.1333,0.3,0.24,0.24,0.16,0.08,0.04,29.39,0.02351,30.71,0.02457,0,0,1.36,1.82,FALSE,0,"2019-10-05",7.72000026702881,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",155,"Cover Crop Mix","Corn","Conventional"
"11401","USGS-433821090063801","RS1","2019-10-05 16:26:00","2019-10-05 17:55:00",0.4,1.483,0.2697,0.48,0.42,0.4,0.34,0.29,272.7,0.9272,296.7,1.009,0.04,0.04,1.4,1.86,TRUE,12,"2019-10-05",7.72000026702881,FALSE,FALSE,2.1,91476,0.00157418339236521,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",155,"Cover Crop Mix","Corn","Conventional"
"11402","USGS-433821090063801","RS1","2019-10-05 21:27:00","2019-10-05 21:30:00",0.02,0.05,0.4,0.24,0.12,0.08,0.04,0.02,15.47,0.006188,15.85,0.006342,0.44,0.44,1.8,2.26,FALSE,0,"2019-10-05",7.72000026702881,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",155,"Cover Crop Mix","Corn","Conventional"
"11403","USGS-433821090063801","RS1","2019-10-11 02:28:00","2019-10-11 02:38:00",0.02,0.1667,0.12,0.12,0.12,0.08,0.04,0.02,12.82,0.005128,13.69,0.005477,0,0,0.46,2,FALSE,0,"2019-10-11",13.9500007629395,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",161,"Cover Crop Mix","Corn","Conventional"
"11404","USGS-433821090063801","RS1","2019-10-11 09:50:00","2019-10-11 10:52:00",0.03,1.033,0.02903,0.12,0.06,0.04,0.04,0.02,15.52,0.006206,15.47,0.006188,0.03,0.03,0.49,2,FALSE,0,"2019-10-11",13.9500007629395,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",161,"Cover Crop Mix","Corn","Conventional"
"11405","USGS-433821090063801","RS1","2019-10-13 01:03:00","2019-10-13 02:12:00",0.03,1.15,0.02609,0.12,0.06,0.04,0.02,0.02,15.45,0.003089,15.15,0.00303,0.01,0.07,0.07,1.89,FALSE,0,"2019-10-13",2.63000011444092,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",163,"Cover Crop Mix","Corn","Conventional"
"11406","USGS-433821090063801","RS1","2019-10-19 20:10:00","2019-10-19 22:48:00",0.08,2.633,0.03038,0.12,0.12,0.12,0.08,0.06,35.62,0.0285,39.54,0.03163,0,0,0.05,0.13,FALSE,0,"2019-10-19",9.24000072479248,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",169,"Cover Crop Mix","Corn","Conventional"
"11407","USGS-433821090063801","RS1","2019-10-21 13:28:00","2019-10-21 17:42:00",0.48,4.233,0.1134,0.72,0.48,0.36,0.3,0.23,295.6,0.8867,327.1,0.9814,0.01,0.09,0.1,0.2,FALSE,0,"2019-10-21",11.8600006103516,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",171,"Cover Crop Mix","Corn","Conventional"
"11408","USGS-433821090063801","RS1","2019-10-22 07:01:00","2019-10-22 09:37:00",0.07,2.6,0.02692,0.24,0.18,0.12,0.08,0.05,32.88,0.0263,35.27,0.02822,0.48,0.49,0.58,0.68,FALSE,0,"2019-10-22",11.0100002288818,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",172,"Cover Crop Mix","Corn","Conventional"
"11409","USGS-433821090063801","RS1","2019-10-23 22:57:00","2019-10-23 23:59:00",0.07,1.033,0.06774,0.12,0.12,0.12,0.1,0.06,33.82,0.03382,40.06,0.04006,0,0.08,0.65,0.76,FALSE,0,"2019-10-23",4.3600001335144,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",173,"Cover Crop Mix","Corn","Conventional"
"11410","USGS-433821090063801","RS1","2019-11-02 08:24:00","2019-11-02 09:04:00",0.02,0.6667,0.03,0.12,0.06,0.04,0.02,0.02,12.04,0.002409,11.58,0.002317,0,0,0,0.72,FALSE,0,"2019-11-02",0.64000004529953,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",183,"Cover Crop Mix","Corn","Conventional"
"11411","USGS-433821090063801","RS1","2019-11-04 05:04:00","2019-11-04 08:39:00",0.13,3.583,0.03628,0.12,0.06,0.08,0.06,0.05,52.81,0.03168,60.9,0.03654,0.01,0.03,0.03,0.66,FALSE,0,"2019-11-04",2.17000007629395,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",185,"Cover Crop Mix","Corn","Conventional"
"11412","USGS-433821090063801","RS1","2019-11-21 06:08:00","2019-11-21 16:14:00",0.58,10.1,0.05743,0.36,0.36,0.32,0.24,0.17,301.8,0.7244,344.4,0.8266,0,0,0,0.01,FALSE,0,"2019-11-21",4.30000019073486,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",202,"Cover Crop Mix","Corn","Conventional"
"11413","USGS-433821090063801","RS1","2019-11-24 19:34:00","2019-11-24 21:26:00",0.03,1.867,0.01607,0.12,0.06,0.04,0.02,0.02,15.29,0.003058,13.99,0.002798,0,0,0.58,0.58,FALSE,0,"2019-11-24",0.390000015497208,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",205,"Cover Crop Mix","Corn","Conventional"
"11414","USGS-433821090063801","RS1","2019-11-26 23:57:00","2019-11-27 12:09:00",0.75,12.2,0.06148,0.6,0.48,0.44,0.36,0.25,418.3,1.506,466.3,1.679,0,0.01,0.62,0.62,FALSE,0,"2019-11-26",3.82000017166138,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",207,"Cover Crop Mix","Corn","Conventional"
"11415","USGS-433821090063801","RS1","2019-12-29 03:17:00","2019-12-29 10:27:00",0.77,7.167,0.1074,0.72,0.48,0.44,0.36,0.26,472.9,1.702,522.3,1.88,0.32,0.32,0.32,0.32,TRUE,2714,"2019-12-29",2.31000018119812,FALSE,FALSE,2.1,91476,0.356027810573265,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",240,"Cover Crop Mix","Corn","Conventional"
"11416","USGS-433821090063801","RS1","2019-12-30 06:32:00","2019-12-30 07:56:00",0.04,1.4,0.02857,0.12,0.06,0.08,0.04,0.03,19.41,0.007765,20.06,0.008023,0.29,1.09,1.09,1.09,FALSE,0,"2019-12-30",5.63000011444092,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2019,0,"2019-05-03",241,"Cover Crop Mix","Corn","Conventional"
"11417","USGS-433821090063801","RS1","2020-03-09 16:27:00","2020-03-10 02:41:00",0.47,10.23,0.04593,0.12,0.12,0.12,0.1,0.08,191.3,0.1913,234.2,0.2342,0,0,0.01,0.01,TRUE,802.3,"2020-03-09",11.4400005340576,FALSE,FALSE,2.1,91476,0.105247277974551,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-51,"Alfalfa","Cover Crop Mix","Reduced"
"11418","USGS-433821090063801","RS1","2020-03-11 04:26:00","2020-03-11 06:32:00",0.17,2.1,0.08095,0.24,0.18,0.16,0.12,0.1,78.35,0.09402,97.14,0.1166,0,0.47,0.48,0.48,FALSE,0,"2020-03-11",2.76000022888184,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-49,"Alfalfa","Cover Crop Mix","Reduced"
"11419","USGS-433821090063801","RS1","2020-03-11 12:43:00","2020-03-11 15:22:00",0.09,2.65,0.03396,0.12,0.06,0.08,0.06,0.05,37.75,0.02265,42.38,0.02543,0.17,0.64,0.65,0.65,FALSE,0,"2020-03-11",2.76000022888184,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-49,"Alfalfa","Cover Crop Mix","Reduced"
"11420","USGS-433821090063801","RS1","2020-03-12 12:38:00","2020-03-12 20:47:00",0.34,8.15,0.04172,0.24,0.18,0.2,0.16,0.13,156.6,0.2506,183.9,0.2943,0.09,0.26,0.74,0.74,FALSE,0,"2020-03-12",2.35000014305115,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-48,"Alfalfa","Cover Crop Mix","Reduced"
"11421","USGS-433821090063801","RS1","2020-03-19 16:46:00","2020-03-20 00:04:00",1.24,7.3,0.1699,0.84,0.6,0.52,0.46,0.36,765.9,3.523,862.3,3.966,0,0,0.22,1.08,TRUE,159.1,"2020-03-19",1.87000012397766,FALSE,FALSE,2.1,91476,0.0208710481437754,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-41,"Alfalfa","Cover Crop Mix","Reduced"
"11422","USGS-433821090063801","RS1","2020-03-20 06:49:00","2020-03-20 08:44:00",0.03,1.917,0.01565,0.12,0.06,0.04,0.02,0.02,15.22,0.003044,13.66,0.002733,1.24,1.24,1.24,2.31,FALSE,0,"2020-03-20",2.53000020980835,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-40,"Alfalfa","Cover Crop Mix","Reduced"
"11423","USGS-433821090063801","RS1","2020-03-26 03:39:00","2020-03-26 03:52:00",0.03,0.2167,0.1385,0.12,0.12,0.12,0.06,0.03,17.91,0.01075,20.17,0.0121,0,0,1.27,1.61,FALSE,0,"2020-03-26",6.02000045776367,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-34,"Alfalfa","Cover Crop Mix","Reduced"
"11424","USGS-433821090063801","RS1","2020-03-28 01:00:00","2020-03-28 05:46:00",0.48,4.767,0.1007,0.84,0.66,0.64,0.42,0.32,337.9,1.419,346,1.453,0,0.03,0.03,1.3,FALSE,0,"2020-03-28",7.72000026702881,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-32,"Alfalfa","Cover Crop Mix","Reduced"
"11425","USGS-433821090063801","RS1","2020-03-28 07:46:00","2020-03-28 08:22:00",0.06,0.6,0.1,0.36,0.18,0.2,0.1,0.06,36.07,0.03607,39.96,0.03996,0.48,0.48,0.51,1.78,FALSE,0,"2020-03-28",7.72000026702881,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-32,"Alfalfa","Cover Crop Mix","Reduced"
"11426","USGS-433821090063801","RS1","2020-03-28 11:31:00","2020-03-28 11:51:00",0.04,0.3333,0.12,0.24,0.18,0.12,0.08,0.04,23.04,0.01843,26.27,0.02102,0.54,0.54,0.57,1.84,FALSE,0,"2020-03-28",7.72000026702881,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-32,"Alfalfa","Cover Crop Mix","Reduced"
"11427","USGS-433821090063801","RS1","2020-03-28 18:16:00","2020-03-28 22:13:00",0.08,3.95,0.02025,0.24,0.12,0.08,0.06,0.03,35.31,0.02119,37.2,0.02232,0.58,0.58,0.61,1.88,FALSE,0,"2020-03-28",7.72000026702881,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-32,"Alfalfa","Cover Crop Mix","Reduced"
"11428","USGS-433821090063801","RS1","2020-03-29 01:20:00","2020-03-29 02:45:00",0.54,1.417,0.3812,1.44,1.32,1.2,0.9,0.51,500.3,4.503,477.9,4.301,0.64,0.66,0.69,1.96,FALSE,0,"2020-03-29",5.77000045776367,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-31,"Alfalfa","Cover Crop Mix","Reduced"
"11429","USGS-433821090063801","RS1","2020-03-29 16:08:00","2020-03-29 16:34:00",0.03,0.4333,0.06923,0.12,0.06,0.08,0.06,0.03,16.38,0.009827,18.02,0.01081,0.63,1.21,1.24,2.51,FALSE,0,"2020-03-29",5.77000045776367,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-31,"Alfalfa","Cover Crop Mix","Reduced"
"11430","USGS-433821090063801","RS1","2020-04-03 23:26:00","2020-04-04 04:00:00",0.12,4.567,0.02628,0.36,0.24,0.2,0.12,0.07,58.75,0.07049,62.77,0.07533,0,0,1.24,1.27,FALSE,0,"2020-04-03",9.86000061035156,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-26,"Alfalfa","Cover Crop Mix","Reduced"
"11431","USGS-433821090063801","RS1","2020-04-08 16:51:00","2020-04-08 20:23:00",0.13,3.533,0.03679,0.12,0.12,0.08,0.08,0.05,54.57,0.04366,63.22,0.05058,0.01,0.02,0.14,1.41,FALSE,0,"2020-04-08",10.6000003814697,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-21,"Alfalfa","Cover Crop Mix","Reduced"
"11432","USGS-433821090063801","RS1","2020-04-12 17:01:00","2020-04-12 18:12:00",0.02,1.183,0.0169,0.12,0.06,0.04,0.02,0.01,11.94,0.002387,10.74,0.002149,0.01,0.01,0.16,0.28,FALSE,0,"2020-04-12",8.69000053405762,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-17,"Alfalfa","Cover Crop Mix","Reduced"
"11433","USGS-433821090063801","RS1","2020-04-12 20:22:00","2020-04-13 01:54:00",0.54,5.533,0.09759,0.36,0.3,0.24,0.2,0.16,278.3,0.5567,336.1,0.6723,0.03,0.03,0.18,0.3,FALSE,0,"2020-04-12",8.69000053405762,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-17,"Alfalfa","Cover Crop Mix","Reduced"
"11434","USGS-433821090063801","RS1","2020-04-22 13:42:00","2020-04-22 13:47:00",0.02,0.08333,0.24,0.24,0.12,0.08,0.04,0.02,13.92,0.005567,14.86,0.005943,0,0,0,0.7,FALSE,0,"2020-04-22",3.94000029563904,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-7,"Alfalfa","Cover Crop Mix","Reduced"
"11435","USGS-433821090063801","RS1","2020-04-27 15:04:00","2020-04-27 18:18:00",0.15,3.233,0.04639,0.24,0.12,0.12,0.1,0.09,68.49,0.06849,81.86,0.08186,0,0,0.02,0.02,FALSE,0,"2020-04-27",11.2400007247925,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-2,"Alfalfa","Cover Crop Mix","Reduced"
"11436","USGS-433821090063801","RS1","2020-04-28 17:30:00","2020-04-28 17:34:00",0.05,0.06667,0.75,0.6,0.3,0.2,0.1,0.05,46.83,0.04683,44.12,0.04412,0.02,0.15,0.17,0.17,FALSE,0,"2020-04-28",11.3400001525879,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",-1,"Alfalfa","Cover Crop Mix","Reduced"
"11437","USGS-433821090063801","RS1","2020-04-29 01:30:00","2020-04-29 01:48:00",0.57,0.3,1.9,3.96,2.94,2.2,1.14,0.57,604.9,6.895,584.5,6.664,0.05,0.2,0.22,0.22,FALSE,0,"2020-04-29",12.1800003051758,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",0,"Alfalfa","Cover Crop Mix","Reduced"
"11438","USGS-433821090063801","RS1","2020-05-10 12:10:00","2020-05-10 16:46:00",0.12,4.6,0.02609,0.12,0.06,0.08,0.06,0.05,48.84,0.02931,54.34,0.0326,0,0,0.01,0.78,FALSE,0,"2020-05-10",8.78999996185303,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",11,"Alfalfa","Cover Crop Mix","Reduced"
"11439","USGS-433821090063801","RS1","2020-05-17 09:39:00","2020-05-17 10:12:00",0.06,0.55,0.1091,0.12,0.12,0.12,0.1,0.06,31.52,0.03152,37.47,0.03747,0,0,0.12,0.13,FALSE,0,"2020-05-17",15.3900003433228,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",18,"Alfalfa","Cover Crop Mix","Reduced"
"11440","USGS-433821090063801","RS1","2020-05-17 12:26:00","2020-05-17 12:50:00",0.02,0.4,0.05,0.12,0.06,0.04,0.04,0.02,12.21,0.004885,12.34,0.004938,0.06,0.06,0.16,0.19,FALSE,0,"2020-05-17",15.3900003433228,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",18,"Alfalfa","Cover Crop Mix","Reduced"
"11441","USGS-433821090063801","RS1","2020-05-17 16:16:00","2020-05-17 20:24:00",0.4,4.133,0.09677,0.48,0.36,0.32,0.2,0.16,208.9,0.4178,247.1,0.4943,0.08,0.08,0.09,0.21,FALSE,0,"2020-05-17",15.3900003433228,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",18,"Alfalfa","Cover Crop Mix","Reduced"
"11442","USGS-433821090063801","RS1","2020-05-18 06:20:00","2020-05-18 06:28:00",0.02,0.1333,0.15,0.12,0.12,0.08,0.04,0.02,13.09,0.005235,14.05,0.005622,0.48,0.48,0.48,0.61,FALSE,0,"2020-05-18",10.6300001144409,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",19,"Alfalfa","Cover Crop Mix","Reduced"
"11443","USGS-433821090063801","RS1","2020-05-23 19:26:00","2020-05-23 19:37:00",0.06,0.1833,0.3273,0.48,0.3,0.24,0.12,0.06,45.84,0.05501,46.98,0.05638,0,0,0.5,0.62,FALSE,0,"2020-05-23",16.3400001525879,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",24,"Alfalfa","Cover Crop Mix","Reduced"
"11444","USGS-433821090063801","RS1","2020-05-28 05:20:00","2020-05-28 05:24:00",0.02,0.06667,0.3,0.24,0.12,0.08,0.04,0.02,14.49,0.005795,15.27,0.006109,0.01,0.02,0.09,0.59,FALSE,0,"2020-05-28",23.7200012207031,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",29,"Alfalfa","Cover Crop Mix","Reduced"
"11445","USGS-433821090063801","RS1","2020-05-28 11:07:00","2020-05-28 16:21:00",1.3,5.233,0.2484,2.04,1.86,1.8,1.7,1.04,1180,20.07,1144,19.46,0.03,0.04,0.11,0.61,TRUE,0.6,"2020-05-28",23.7200012207031,FALSE,FALSE,2.1,91476,7.87091696182605e-05,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",29,"Alfalfa","Cover Crop Mix","Reduced"
"11446","USGS-433821090063801","RS1","2020-06-03 00:37:00","2020-06-03 04:25:00",0.61,3.8,0.1605,1.08,0.6,0.56,0.44,0.26,418.4,1.841,448.9,1.975,0,0.01,1.35,1.42,FALSE,0,"2020-06-03",24.1900005340576,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",35,"Alfalfa","Cover Crop Mix","Reduced"
"11447","USGS-433821090063801","RS1","2020-06-05 10:57:00","2020-06-05 11:24:00",0.05,0.45,0.1111,0.24,0.18,0.16,0.1,0.05,27.74,0.02774,32.14,0.03214,0,0,0.62,2.03,FALSE,0,"2020-06-05",22.7400016784668,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",37,"Alfalfa","Cover Crop Mix","Reduced"
"11448","USGS-433821090063801","RS1","2020-06-07 08:07:00","2020-06-07 08:29:00",0.02,0.3667,0.05455,0.12,0.06,0.04,0.04,0.02,12.25,0.004901,12.47,0.00499,0,0.05,0.67,2.01,FALSE,0,"2020-06-07",18.8400001525879,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",39,"Alfalfa","Cover Crop Mix","Reduced"
"11449","USGS-433821090063801","RS1","2020-06-09 19:31:00","2020-06-10 03:56:00",1.21,8.417,0.1438,0.84,0.6,0.52,0.46,0.36,838.5,3.857,888.5,4.087,0,0,0.68,2.03,FALSE,0,"2020-06-09",22.7200012207031,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",41,"Alfalfa","Cover Crop Mix","Reduced"
"11450","USGS-433821090063801","RS1","2020-06-10 19:22:00","2020-06-10 22:16:00",0.49,2.9,0.169,0.48,0.42,0.4,0.32,0.3,314.6,1.007,349.3,1.118,1.21,1.21,1.28,3.23,FALSE,0,"2020-06-10",22.1600017547607,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",42,"Alfalfa","Cover Crop Mix","Reduced"
"11451","USGS-433821090063801","RS1","2020-06-20 16:08:00","2020-06-20 16:11:00",0.02,0.05,0.4,0.24,0.12,0.08,0.04,0.02,15.47,0.006188,15.85,0.006342,0.01,0.01,0.01,1.74,FALSE,0,"2020-06-20",23.0900001525879,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",52,"Alfalfa","Cover Crop Mix","Reduced"
"11452","USGS-433821090063801","RS1","2020-06-20 20:37:00","2020-06-20 22:59:00",0.1,2.367,0.04225,0.24,0.12,0.12,0.1,0.08,49.77,0.04977,57.54,0.05754,0.03,0.03,0.03,1.76,FALSE,0,"2020-06-20",23.0900001525879,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",52,"Alfalfa","Cover Crop Mix","Reduced"
"11453","USGS-433821090063801","RS1","2020-06-22 03:50:00","2020-06-22 08:20:00",0.63,4.5,0.14,2.28,1.74,1.4,0.94,0.51,532.4,5.005,524,4.925,0,0.13,0.13,1.84,FALSE,0,"2020-06-22",21.9100017547607,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",54,"Alfalfa","Cover Crop Mix","Reduced"
"11454","USGS-433821090063801","RS1","2020-06-22 14:53:00","2020-06-22 15:24:00",0.02,0.5167,0.03871,0.12,0.06,0.04,0.02,0.02,12.12,0.002424,11.96,0.002392,0.63,0.75,0.76,2.47,FALSE,0,"2020-06-22",21.9100017547607,FALSE,FALSE,2.1,91476,0,"Surface","Beef","Corn-Alfalfa","Yes","No","Norden silt loam","C","Well drained",11,20.5,2020,1,"2020-04-29",54,"Alfalfa","Cover Crop Mix","Reduced"
