"","USGS_Station_Number","Field_Name","estimated","frozen","storm","unique_storm_number","storm_start","storm_end","runoff_volume","peak_discharge","nitrate_plus_nitrite_load_pounds","ammonia_plus_ammonium_load_pounds","total_Kjeldahl_nitrogen_unfiltered_load_pounds","total_nitrogen_load_pounds","organic_nitrogen_load_pounds","total_Kjeldahl_nitrogen_filtered_load_pounds","nitrate_plus_nitrite_conc_mgL","ammonia_plus_ammonium_conc_mgL","total_Kjeldahl_nitrogen_unfiltered_conc_mgL","total_nitrogen_conc_mgL","organic_nitrogen_conc_mgL","total_Kjeldahl_nitrogen_filtered_conc_mgL","nitrate_plus_nitrite_yield_pounds_per_acre","ammonia_plus_ammonium_yield_pounds_per_acre","total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre","total_nitrogen_yield_pounds_per_acre","organic_nitrogen_yield_pounds_per_acre","total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre","ProjectName","StudyPeriod","UseableYears","Ongoing","Monitoring","State","County","LAT_approx","LONG_approx","FarmEnterprise","CropRotation","LandCover","Tillage","Manure","Tile","BasinArea_ac","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","IncludeAverages","Notes","event_n","MajorWatershed_HUC8","Watershed_HUC10","Watershed_HUC12","HUC12","area_ft2","runoff_in","water_year","month"
"2839","USGS-423954089071501","RE1","Estimated","Non-Frozen","Storm","2020-2",2019-11-27 06:27:00,2019-11-27 06:47:00,13.7,0.01784,4.28e-05,4.28e-05,0.00101,0.00105,0.000967,NA,0.1,0.05,1.18,1.23,1.13,NA,4.55e-06,4.55e-06,0.000107,0.000112,0.000103,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.664917,-89.120611,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.4,"Winnebago silt loam","B","Well drained",3,"Yes","",64,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021502,409464,0.000401500498212297,"2020",11
"2840","USGS-423954089071501","RE1","Measured","Non-Frozen","Storm","2020-3",2020-05-23 22:53:00,2020-05-23 23:15:00,50.6,0.0854,0.000947,0.00202,0.014,0.015,0.012,NA,0.3,0.64,4.45,4.75,3.81,NA,0.000101,0.000215,0.00149,0.0016,0.00128,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.664917,-89.120611,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.4,"Winnebago silt loam","B","Well drained",3,"Yes","",64,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021502,409464,0.0014829142488717,"2020",5
"2841","USGS-423954089071501","RE1","Estimated","Non-Frozen","Storm","2020-4",2020-08-10 20:52:00,2020-08-10 21:03:00,4.5,0.01086,8.44e-05,0.00018,0.00125,0.00134,0.00107,NA,0.3,0.64,4.45,4.75,3.81,NA,8.98e-06,1.91e-05,0.000133,0.000142,0.000114,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.664917,-89.120611,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.4,"Winnebago silt loam","B","Well drained",3,"Yes","",64,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021502,409464,0.000131879725690171,"2020",8
"2842","USGS-424008089050201","RE5","Measured","Frozen","Storm","2015-1",2015-03-09 20:00:00,2015-03-10 17:45:00,5366,0.143,0.234,0.131,0.998,1.23,0.868,NA,0.7,0.39,2.98,3.68,2.59,NA,0.0242,0.0135,0.103,0.127,0.0894,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.152395558206242,"2015",3
"2843","USGS-424008089050201","RE5","Measured","Frozen","Storm","2015-1",2015-03-10 17:45:00,2015-03-11 16:25:00,16530,1.052,0.413,0.32,2.72,3.14,2.4,NA,0.4,0.31,2.64,3.04,2.33,NA,0.0426,0.033,0.281,0.323,0.248,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.469455567862316,"2015",3
"2844","USGS-424008089050201","RE5","Measured","Frozen","Storm","2015-1",2015-03-11 16:25:00,2015-03-12 15:15:00,2862,0.229,0.0357,0.0447,0.382,0.418,0.338,NA,0.2,0.25,2.14,2.34,1.89,NA,0.00368,0.00461,0.0394,0.0431,0.0348,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0812814177387748,"2015",3
"2845","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2015-1",2015-03-12 15:15:00,2015-03-13 09:15:00,473,0.026,0.00591,0.00738,0.0632,0.0691,0.0558,NA,0.2,0.25,2.14,2.34,1.89,NA,0.000609,0.000761,0.00652,0.00712,0.00575,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0134333020930959,"2015",3
"2846","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2015-2",2015-03-13 17:30:00,2015-03-14 02:30:00,145.6,0.00955,0.00182,0.00227,0.0194,0.0213,0.0172,NA,0.2,0.25,2.14,2.34,1.89,NA,0.000187,0.000234,0.00201,0.00219,0.00177,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00413507142654284,"2015",3
"2847","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2015-3",2015-03-14 17:30:00,2015-03-14 20:45:00,26.1,0.0044,0.000326,0.000407,0.00349,0.00381,0.00308,NA,0.2,0.25,2.14,2.34,1.89,NA,3.36e-05,4.2e-05,0.000359,0.000393,0.000317,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000741245633466814,"2015",3
"2848","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2015-4",2015-06-12 05:11:00,2015-06-12 05:39:00,29,0.037,9.05e-05,0.000127,0.00348,0.00357,0.00335,NA,0.1,0.07,1.92,1.97,1.85,NA,9.33e-06,1.31e-05,0.000358,0.000368,0.000345,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000823606259407572,"2015",6
"2849","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2015-5",2015-06-15 10:52:00,2015-06-15 12:15:00,459,0.276,0.00143,0.00201,0.055,0.0564,0.053,NA,0.1,0.07,1.92,1.97,1.85,NA,0.000148,0.000207,0.00567,0.00582,0.00547,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0130356990713129,"2015",6
"2850","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2015-6",2015-09-18 03:48:00,2015-09-18 04:37:00,187,0.1898,0.000584,0.000233,0.0247,0.0253,0.0245,NA,0.1,0.02,2.12,2.17,2.1,NA,6.02e-05,2.41e-05,0.00255,0.00261,0.00253,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00531084036238675,"2015",9
"2851","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2016-1",2015-12-14 06:43:00,2015-12-14 07:41:00,28.5,0.01282,8.9e-05,3.56e-05,0.00189,0.00198,0.00185,NA,0.1,0.02,1.06,1.11,1.04,NA,9.18e-06,3.67e-06,0.000195,0.000204,0.000191,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000809406151486751,"2016",12
"2852","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2016-2",2016-01-31 16:42:00,2016-01-31 19:45:00,5.4,0.00146,1.7e-05,6.8e-06,0.00036,0.000377,0.000353,NA,0.1,0.02,1.06,1.11,1.04,NA,1.75e-06,7.02e-07,3.71e-05,3.89e-05,3.64e-05,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000153361165544858,"2016",1
"2853","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2016-3",2016-02-02 21:12:00,2016-02-03 11:30:00,284.6,0.01508,0.000888,0.000355,0.0188,0.0197,0.0185,NA,0.1,0.02,1.06,1.11,1.04,NA,9.16e-05,3.66e-05,0.00194,0.00203,0.0019,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00808270142853086,"2016",2
"2854","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2016-4",2016-02-03 16:30:00,2016-02-03 22:00:00,118.8,0.01114,0.000371,0.000148,0.00786,0.00823,0.00771,NA,0.1,0.02,1.06,1.11,1.04,NA,3.82e-05,1.53e-05,0.00081,0.000849,0.000795,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00337394564198688,"2016",2
"2855","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2016-5",2016-02-07 19:30:00,2016-02-08 11:01:00,1534,0.1229,0.00479,0.00192,0.102,0.106,0.0996,NA,0.1,0.02,1.06,1.11,1.04,NA,0.000494,0.000197,0.0105,0.011,0.0103,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0435659311010764,"2016",2
"2856","USGS-424008089050201","RE5","Measured","Frozen","Storm","2016-6",2016-02-19 03:30:00,2016-02-20 15:45:00,14830,0.7973,0.0463,0.0833,1.35,1.4,1.27,NA,0.1,0.09,1.46,1.51,1.37,NA,0.00477,0.00859,0.139,0.144,0.131,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.421175200931527,"2016",2
"2857","USGS-424008089050201","RE5","Measured","Frozen","Storm","2016-6",2016-02-20 15:45:00,2016-02-21 18:30:00,1102,0.03797,0.00344,0.00138,0.0729,0.0763,0.0715,NA,0.1,0.02,1.06,1.11,1.04,NA,0.000354,0.000142,0.00751,0.00787,0.00737,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0312970378574877,"2016",2
"2858","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2016-7",2016-07-23 20:18:00,2016-07-23 20:45:00,55.6,0.0987,0.000174,0.000695,0.0057,0.00587,0.005,NA,0.1,0.2,1.64,1.69,1.44,NA,1.79e-05,7.16e-05,0.000587,0.000605,0.000516,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00157905200079521,"2016",7
"2859","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2016-8",2016-07-24 00:14:00,2016-07-24 00:37:00,13.1,0.01541,4.1e-05,0.000164,0.00134,0.00139,0.00118,NA,0.1,0.2,1.64,1.69,1.44,NA,4.23e-06,1.69e-05,0.000139,0.000143,0.000122,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000372042827525489,"2016",7
"2860","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2016-9",2016-07-28 18:04:00,2016-07-28 18:31:00,40.2,0.05643,0.000125,0.00148,0.00559,0.00572,0.00411,NA,0.1,0.59,2.23,2.28,1.64,NA,1.29e-05,0.000153,0.000577,0.00059,0.000424,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00114168867683394,"2016",7
"2861","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2016-10",2016-08-19 13:09:00,2016-08-19 13:45:00,66.1,0.05118,0.000206,0.00256,0.0133,0.0135,0.0108,NA,0.1,0.62,3.23,3.28,2.61,NA,2.13e-05,0.000264,0.00137,0.0014,0.00111,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00187725426713243,"2016",8
"2862","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2016-11",2016-08-20 11:31:00,2016-08-20 12:45:00,657.1,0.3836,0.00205,0.00123,0.0792,0.0812,0.0779,NA,0.1,0.03,1.93,1.98,1.9,NA,0.000211,0.000127,0.00816,0.00837,0.00803,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0186617818295419,"2016",8
"2863","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2016-12",2016-09-25 19:45:00,2016-09-25 20:15:00,96.3,0.1713,3e-04,0.00018,0.0116,0.0119,0.0114,NA,0.1,0.03,1.93,1.98,1.9,NA,3.1e-05,1.86e-05,0.0012,0.00123,0.00118,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00273494078554997,"2016",9
"2864","USGS-424008089050201","RE5","Estimated","Frozen","Storm","2017-1",2017-01-10 18:24:00,2017-01-11 04:01:00,1960,0.1826,0.122,0.0575,0.368,0.491,0.311,NA,1,0.47,3.01,4.01,2.54,NA,0.0126,0.00593,0.038,0.0506,0.032,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0556644230496152,"2017",1
"2865","USGS-424008089050201","RE5","Measured","Frozen","Storm","2017-2",2017-01-16 19:30:00,2017-01-17 15:00:00,18740,1.163,1.17,0.55,3.52,4.69,2.97,NA,1,0.47,3.01,4.01,2.54,NA,0.121,0.0567,0.363,0.484,0.306,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.532220044872341,"2017",1
"2866","USGS-424008089050201","RE5","Measured","Frozen","Storm","2017-2",2017-01-17 15:00:00,2017-01-19 17:45:00,7496,0.1045,0.515,0.365,2.51,3.02,2.14,NA,1.1,0.78,5.36,6.46,4.58,NA,0.0531,0.0376,0.259,0.312,0.221,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.212888017948936,"2017",1
"2867","USGS-424008089050201","RE5","Measured","Frozen","Storm","2017-2",2017-01-19 17:45:00,2017-01-22 06:30:00,15820,0.6079,0.691,0.829,4.97,5.66,4.14,NA,0.7,0.84,5.03,5.73,4.19,NA,0.0713,0.0855,0.512,0.583,0.426,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.449291414614751,"2017",1
"2868","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2017-3",2017-02-24 07:04:00,2017-02-24 07:30:00,8.3,0.01019,0.000363,0.000436,0.00261,0.00297,0.00217,NA,0.7,0.84,5.03,5.73,4.19,NA,3.74e-05,4.49e-05,0.000269,0.000306,0.000224,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000235721791485615,"2017",2
"2869","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2017-4",2017-05-01 03:26:00,2017-05-01 04:45:00,38.2,0.01319,0.000119,0.000477,0.0126,0.0127,0.0121,NA,0.1,0.2,5.28,5.33,5.08,NA,1.23e-05,4.92e-05,0.0013,0.00131,0.00125,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00108488824515066,"2017",5
"2870","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2017-5",2017-05-21 07:23:00,2017-05-21 08:30:00,307,0.218,0.000958,0.00383,0.101,0.102,0.0974,NA,0.1,0.2,5.28,5.33,5.08,NA,9.88e-05,0.000395,0.0104,0.0105,0.01,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0087188662633836,"2017",5
"2871","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2017-6",2017-05-23 19:50:00,2017-05-23 20:29:00,37.5,0.02526,0.000117,0.000469,0.0124,0.0125,0.0119,NA,0.1,0.2,5.28,5.33,5.08,NA,1.21e-05,4.83e-05,0.00128,0.00129,0.00123,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00106500809406151,"2017",5
"2872","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2017-7",2017-05-28 11:39:00,2017-05-28 12:09:00,26.3,0.02148,8.22e-05,0.000329,0.00868,0.00877,0.00835,NA,0.1,0.2,5.28,5.33,5.08,NA,8.48e-06,3.39e-05,0.000895,0.000904,0.000861,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000746925676635143,"2017",5
"2873","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2017-7",2017-05-28 12:53:00,2017-05-28 13:30:00,23.1,0.01508,7.21e-05,0.000288,0.00761,0.00768,0.00732,NA,0.1,0.2,5.28,5.33,5.08,NA,7.43e-06,2.97e-05,0.000785,0.000792,0.000755,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.000656044985941893,"2017",5
"2874","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2017-8",2017-06-29 05:01:00,2017-06-29 15:30:00,24800,8.45,0.155,0.0774,2.72,2.88,2.65,NA,0.1,0.05,1.76,1.86,1.71,NA,0.016,0.00798,0.281,0.297,0.273,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.704325352872682,"2017",6
"2875","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2017-9",2017-07-10 08:02:00,2017-07-10 11:15:00,581.3,0.3124,0.00181,0.00617,0.053,0.0548,0.0468,NA,0.1,0.17,1.46,1.51,1.29,NA,0.000187,0.000636,0.00546,0.00565,0.00483,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0165090454687456,"2017",7
"2876","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2017-10",2017-07-12 10:47:00,2017-07-12 13:06:00,12430,5.564,0.0388,0.0931,1.26,1.3,1.16,NA,0.1,0.12,1.62,1.67,1.5,NA,0.004,0.0096,0.13,0.134,0.12,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.35301468291159,"2017",7
"2877","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2017-10",2017-07-12 13:06:00,2017-07-12 22:00:00,9112,1.594,0.0284,0.0967,0.785,0.813,0.688,NA,0.1,0.17,1.38,1.43,1.21,NA,0.00293,0.00997,0.0809,0.0839,0.071,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.258782766749027,"2017",7
"2878","USGS-424008089050201","RE5","Measured","Non-Frozen","Storm","2017-11",2017-07-16 06:36:00,2017-07-16 10:00:00,1838,1.062,0.00574,0.0643,0.586,0.592,0.522,NA,0.1,0.56,5.11,5.16,4.55,NA,0.000592,0.00663,0.0605,0.0611,0.0538,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.0521995967169351,"2017",7
"2879","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2017-12",2017-07-20 01:15:00,2017-07-20 03:00:00,175.1,0.078,0.000547,0.00186,0.016,0.0165,0.0141,NA,0.1,0.17,1.46,1.51,1.29,NA,5.64e-05,0.000192,0.00165,0.0017,0.00145,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00497287779387123,"2017",7
"2880","USGS-424008089050201","RE5","Estimated","Non-Frozen","Storm","2017-12",2017-07-20 03:09:00,2017-07-20 05:13:00,153.9,0.03558,0.00048,0.00163,0.014,0.0145,0.0124,NA,0.1,0.17,1.46,1.51,1.29,NA,4.95e-05,0.000168,0.00145,0.0015,0.00128,NA,"Rebout","WY2015-WY2021",7,"No","Surface","WI","Rock",42.669,-89.083722,"Grain","Corn-Soybean","Cultivated Crops","Yes","No","No",9.7,"Kidder silt loam","B","Well drained",3,"Yes","",92,"Lower Rock River","Marsh Creek-Rock River","City of Janesville-Rock River",70900021503,422532,0.00437079321802846,"2017",7
