"WQ_event_id","Field_Name","Event_Date","Calendar_Year","Month_Number","Month","Season","frozen","Ratio","P_Load_lb","Sediment_Load_lb","P_per_Sediment_lb_per_ton"
680,"R1",2008-03-12,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.49,41.7,23.5011990407674
681,"R1",2008-03-16,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0164,2.93,11.1945392491468
682,"R1",2008-03-31,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.303,139,4.35971223021583
683,"R1",2008-04-25,2008,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.816,1050,3.45904761904762
684,"R1",2008-05-02,2008,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1167,75.5,3.09139072847682
685,"R1",2008-05-30,2008,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0173,7.58,4.5646437994723
686,"R1",2008-06-05,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.077,713,3.02103786816269
687,"R1",2008-06-08,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.754,2700,2.04
688,"R1",2008-06-08,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.556,1090,2.85504587155963
689,"R1",2008-06-09,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.1,2770,1.51624548736462
690,"R1",2008-06-12,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0219,10.6,4.13207547169811
691,"R1",2008-06-13,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1058,50.4,4.1984126984127
692,"R1",2008-07-10,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0116,4.65,4.98924731182796
693,"R1",2008-07-10,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.972,882,2.20408163265306
694,"R1",2008-07-12,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.076,26.5,5.73584905660377
695,"R1",2008-07-20,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0143,7.1,4.02816901408451
696,"R1",2008-12-27,2008,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.14,27.4,10.2189781021898
697,"R1",2009-02-25,2009,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.77,10.1,152.475247524752
698,"R1",2009-02-26,2009,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",9.5,270,70.3703703703703
699,"R1",2009-03-07,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.59,131,24.2748091603054
700,"R1",2009-03-08,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.5,147,20.4081632653061
701,"R1",2009-03-10,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.76,60.7,25.0411861614497
702,"R1",2009-06-19,2009,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00379,2.78,2.72661870503597
703,"R1",2009-07-24,2009,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.084,515,4.20970873786408
704,"R1",2009-07-28,2009,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.282,89,6.33707865168539
705,"R1",2009-08-27,2009,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.149,61.5,4.84552845528455
706,"R1",2010-01-24,2010,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.49,7.16,136.871508379888
707,"R1",2010-03-07,2010,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.9,125,62.4
708,"R1",2010-06-15,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0292,10.3,5.66990291262136
709,"R1",2010-06-22,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.123,70.6,3.48441926345609
710,"R1",2010-06-23,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.205,90.4,4.5353982300885
711,"R1",2010-06-26,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.063,25.4,4.96062992125984
712,"R1",2010-08-08,2010,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.08,134,45.9701492537313
713,"R2",2004-02-20,2004,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",7,219,63.9269406392694
714,"R2",2004-02-26,2004,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.042,6.49,12.9429892141756
715,"R2",2004-02-27,2004,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.024,2.86,16.7832167832168
716,"R2",2004-02-28,2004,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0118,1.18,20
717,"R2",2004-03-05,2004,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.51,117,8.71794871794871
718,"R2",2004-05-23,2004,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",13.58,12500,2.1728
719,"R2",2004-05-30,2004,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.534,306,3.49019607843137
720,"R2",2004-05-31,2004,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.01297,5.97,4.34505862646566
721,"R2",2004-06-17,2004,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.562,950,1.18315789473684
722,"R2",2005-01-02,2005,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0700000000000001,8.58,16.3170163170163
723,"R2",2005-01-12,2005,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0699999999999998,6.06,23.1023102310231
725,"R2",2005-02-13,2005,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.23,92.8,4.95689655172415
726,"R2",2005-02-24,2005,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.003,1.49,4.0268456375839
727,"R2",2005-02-25,2005,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0229999999999999,7.43,6.19111709286673
728,"R2",2005-03-04,2005,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.2,75.6,5.2910052910053
729,"R2",2005-03-18,2005,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.017,1.88,18.0851063829787
730,"R2",2005-06-12,2005,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00211,0.822,5.1338199513382
731,"R2",2007-03-10,2007,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.300000000000001,57.7,10.3986135181976
732,"R2",2007-03-11,2007,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0900000000000007,17,10.5882352941177
733,"R2",2007-03-12,2007,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.01,1.05,19.0476190476191
734,"R2",2007-10-18,2007,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.02427,13.6,3.56911764705882
735,"R2",2007-10-18,2007,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0042,7.4,1.13513513513513
736,"R2",2008-01-07,2008,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.042,4.05,20.7407407407407
737,"R2",2008-03-02,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.015,3.16,9.49367088607594
738,"R2",2008-03-13,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.45,67.3,13.3729569093611
739,"R2",2008-03-14,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.6,44.5,26.9662921348315
740,"R2",2008-03-15,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.106,11.2,18.9285714285714
741,"R2",2008-03-16,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.208,3.86,107.772020725389
742,"R2",2008-03-18,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0479999999999999,11.6,8.27586206896551
743,"R2",2008-03-19,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.035,23.5,2.97872340425532
744,"R2",2008-04-25,2008,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.771,446,3.45739910313901
745,"R2",2008-05-02,2008,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1062,73.3,2.89768076398363
746,"R2",2008-06-05,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.3783,207,3.65507246376812
747,"R2",2008-06-08,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.016,1080,3.73333333333333
748,"R2",2008-06-08,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.661,775,4.28645161290323
749,"R2",2008-06-09,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.387,2090,3.24114832535885
750,"R2",2008-06-12,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0441,21.3,4.14084507042254
751,"R2",2008-06-13,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0663,25.4,5.22047244094488
752,"R2",2008-07-10,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.361,230,3.13913043478261
753,"R2",2008-07-12,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0225,9.45,4.76190476190476
754,"R2",2008-07-20,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0032,0.933,6.85959271168274
755,"R2",2008-12-27,2008,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.180000000000001,27.7,12.9963898916968
756,"R2",2009-02-07,2009,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.96,30.4,63.1578947368421
757,"R2",2009-03-07,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.56,149,7.51677852348994
758,"R2",2009-03-08,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.14,340,6.70588235294118
759,"R2",2009-03-10,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.29,126,4.6031746031746
760,"R2",2009-07-24,2009,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.083,19.6,8.46938775510204
761,"R2",2009-07-28,2009,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0195,3.1,12.5806451612903
762,"R2",2010-01-24,2010,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.6,7.87,152.477763659466
763,"R2",2010-03-08,2010,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.48,1.3,738.461538461538
764,"R2",2010-03-09,2010,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.2,28.1,85.4092526690392
765,"R2",2010-03-11,2010,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.49,87.8,11.1617312072893
766,"R2",2010-06-23,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0079,2.69,5.87360594795539
767,"R2",2010-07-24,2010,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.091,38.7,4.70284237726098
768,"R2",2010-08-08,2010,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.938,34.7,111.700288184438
769,"R2",2010-08-13,2010,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.976,51.9,37.6107899807322
770,"R3",2004-02-20,2004,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.9,39.6,95.959595959596
771,"R3",2004-03-05,2004,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.269,74.5,7.22147651006711
772,"R3",2004-05-22,2004,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0599,36.8,3.2554347826087
773,"R3",2004-05-22,2004,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.02575,13.6,3.78676470588235
774,"R3",2004-05-30,2004,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.137,61.2,4.47712418300654
775,"R3",2004-05-31,2004,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0046,1.34,6.86567164179104
776,"R3",2004-06-10,2004,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0187,6.59,5.6752655538695
777,"R3",2004-06-12,2004,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0478,19.7,4.85279187817259
778,"R3",2004-06-17,2004,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.445,242,3.67768595041322
779,"R3",2005-01-12,2005,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.48,23.1,41.5584415584416
781,"R3",2005-02-12,2005,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",11.6,976,23.7704918032787
782,"R3",2005-02-24,2005,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.3,7,85.7142857142857
783,"R3",2005-02-25,2005,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.31,11.5,53.9130434782608
785,"R3",2005-03-05,2005,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.1,8.39,23.8379022646007
786,"R3",2005-06-12,2005,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.015,10.1,2.97029702970297
787,"R3",2005-09-19,2005,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.028,16.9,3.31360946745562
788,"R3",2006-03-09,2006,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.11,265,23.4716981132076
789,"R3",2006-04-16,2006,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00148,5.63,0.525754884547069
790,"R3",2007-03-01,2007,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.71,0.739,1921.51556156969
791,"R3",2007-03-09,2007,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.7,2150,3.44186046511628
792,"R3",2007-03-12,2007,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.26,211,2.46445497630332
793,"R3",2007-07-04,2007,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",4.97,5810,1.71084337349398
794,"R3",2007-07-18,2007,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.218,1150,2.11826086956522
795,"R3",2007-08-22,2007,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.085,30.9,5.50161812297735
796,"R3",2007-08-27,2007,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.031,14.5,4.27586206896552
797,"R3",2008-01-07,2008,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.02,0.229,174.672489082969
798,"R3",2008-03-03,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.7,55,61.8181818181818
799,"R3",2008-03-12,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.5,262,26.7175572519084
800,"R3",2008-03-15,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.027,3.38,15.9763313609467
801,"R3",2008-03-16,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.00499999999999999,1.49,6.71140939597314
802,"R3",2008-03-18,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0047,1.95,4.82051282051282
803,"R3",2008-03-19,2008,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.00559999999999999,2.36,4.7457627118644
804,"R3",2008-04-25,2008,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.18,74.8,4.81283422459893
805,"R3",2008-05-02,2008,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0162,6.12,5.29411764705882
806,"R3",2008-05-30,2008,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.01154,5.4,4.27407407407407
807,"R3",2008-06-05,2008,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.316,935,2.81497326203209
808,"R3",2008-07-10,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.336,246,2.73170731707317
809,"R3",2008-07-10,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.991,1690,2.35621301775148
810,"R3",2008-07-12,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.177,87.8,4.03189066059226
811,"R3",2008-07-20,2008,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0382,24.9,3.06827309236948
812,"R3",2008-12-27,2008,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.47,143,6.57342657342657
813,"R3",2009-02-07,2009,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",34.9,598,116.722408026756
814,"R3",2009-02-25,2009,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",6.4,2060,6.21359223300971
815,"R3",2009-03-07,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",4.6,386,23.8341968911917
816,"R3",2009-03-08,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",5,809,12.3609394313968
817,"R3",2009-03-10,2009,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",2.01,304,13.2236842105263
818,"R3",2009-06-08,2009,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00244,1.22,4
819,"R3",2009-06-19,2009,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.316,214,2.95327102803738
820,"R3",2009-07-24,2009,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.67,1450,5.06206896551724
821,"R3",2009-07-28,2009,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.79,125,12.64
822,"R3",2009-08-27,2009,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.113,30.7,7.36156351791531
823,"R3",2010-01-24,2010,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0409999999999999,0.639,128.325508607199
824,"R3",2010-03-09,2010,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.4,793,8.5750315258512
825,"R3",2010-06-06,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0096,3.35,5.73134328358209
826,"R3",2010-06-23,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.214,135,3.17037037037037
827,"R3",2010-06-26,2010,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.034,30.2,2.25165562913907
828,"R3",2010-08-08,2010,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",6.03,246,49.0243902439024
829,"R3",2010-08-13,2010,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.322,130,4.95384615384615
830,"RE1",2015-03-09,2015,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.059,4.96,23.7903225806452
831,"RE1",2015-03-10,2015,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.057,5.98,19.0635451505017
832,"RE1",2015-03-11,2015,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0093,1.54,12.0779220779221
833,"RE1",2015-09-18,2015,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00219,0.949,4.61538461538462
834,"RE1",2016-02-19,2016,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.115,7.72,29.7927461139896
835,"RE1",2016-02-20,2016,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0031,0.154,40.2597402597403
836,"RE1",2016-08-20,2016,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00248,0.38,13.0526315789474
837,"RE1",2017-01-16,2017,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.41,39.4,20.8121827411167
838,"RE1",2017-01-19,2017,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.2,24.8,16.1290322580645
839,"RE1",2017-06-29,2017,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.01897,12,3.16166666666667
840,"RE1",2017-07-10,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00531,3.49,3.04297994269341
841,"RE1",2017-07-27,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00285,1.55,3.67741935483871
842,"RE1",2018-01-22,2018,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.19,53.8,7.06319702602229
843,"RE1",2018-01-25,2018,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.003,0.221,27.1493212669684
844,"RE1",2018-02-15,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.017,0.58,58.6206896551725
845,"RE1",2018-02-19,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.32,60.3,10.6135986733002
846,"RE1",2018-02-22,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0669999999999999,4.44,30.1801801801802
847,"RE1",2018-02-24,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.26,23,22.6086956521739
848,"RE1",2018-06-19,2018,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00362,2.48,2.91935483870968
849,"RE1",2018-09-03,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.01342,8.72,3.07798165137615
850,"RE1",2018-09-20,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.135,85.9,3.14318975552969
851,"RE1",2018-10-02,2018,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0339,18.9,3.58730158730159
853,"RE1",2019-02-03,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.05,5.15,19.4174757281554
854,"RE1",2019-02-23,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.25,7.85,63.6942675159236
855,"RE1",2020-05-23,2020,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00325,3.3,1.96969696969697
856,"RE5",2015-06-15,2015,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0169,6.82,4.95601173020528
857,"RE5",2015-09-18,2015,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00542,2.35,4.61276595744681
858,"RE5",2016-02-19,2016,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.177,9.74,36.3449691991787
859,"RE5",2016-07-23,2016,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00066,0.212,6.22641509433962
860,"RE5",2016-07-28,2016,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00055,0.221,4.97737556561086
861,"RE5",2016-08-19,2016,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00231,0.763,6.05504587155963
862,"RE5",2016-08-20,2016,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.023,10.2,4.50980392156863
863,"RE5",2017-01-16,2017,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.77,116,13.2758620689655
864,"RE5",2017-05-21,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0329,18.2,3.61538461538462
865,"RE5",2017-06-29,2017,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.886,667,2.65667166416792
866,"RE5",2017-07-10,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0066,2.4,5.5
867,"RE5",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.477,287,3.32404181184669
868,"RE5",2017-07-16,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.057,19.6,5.81632653061224
869,"RE5",2017-07-20,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.575,322,3.57142857142857
870,"RE5",2017-07-27,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.057,18.6,6.12903225806452
871,"RE5",2018-01-22,2018,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.399999999999999,66.9,11.9581464872944
872,"RE5",2018-01-26,2018,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.02,4.07,9.82800982800984
874,"RE5",2018-02-19,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.870000000000001,240,7.25000000000001
875,"RE5",2018-06-19,2018,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00035,0.192,3.64583333333333
876,"RE5",2018-09-03,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00396,1.74,4.55172413793103
877,"RE5",2018-09-20,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.55,326,3.37423312883436
878,"RE5",2018-10-02,2018,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.038,11.1,6.84684684684685
879,"RE5",2018-10-06,2018,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0256,5.2,9.84615384615384
880,"RE5",2018-10-09,2018,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0113,2.53,8.93280632411067
881,"RE5",2018-12-27,2018,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.000999999999999987,1.37,1.45985401459852
882,"RE5",2019-02-03,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.45,7.02,128.205128205128
