"USGS_Station_Number","Field_Name","discrete","estimated","estimated_flow_fraction","frozen","storm","unique_storm_number","n_sub_flow_events","Q_start","Q_end","runoff_volume","peak_discharge","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I15_mm_hr","I30_mm_hr","I60_mm_hr","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","suspended_sediment_conc_mgL","suspended_sediment_load_pounds","suspended_sediment_yield_pounds_per_acre","total_dissolved_solids_conc_mgL","total_dissolved_solids_load_pounds","total_dissolved_solids_yield_pounds_per_acre","orthophosphate_conc_mgL","orthophosphate_load_pounds","orthophosphate_yield_pounds_per_acre","total_phosphorus_unfiltered_conc_mgL","total_phosphorus_unfiltered_load_pounds","total_phosphorus_unfiltered_yield_pounds_per_acre","remark_suspended_sediment","remark_total_dissolved_solids","remark_orthophosphate","remark_total_phosphorus_unfiltered","WQ_event_id","BasinArea_ac","area_ft2","runoff_mm","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2005-3",1,2005-02-03 17:00:00,2005-02-08 14:48:00,149500,2.06,5.9436,16.73,0.355092,2.7432,2.7432,1.8288,1.8288,1.6002,87.59,0.06306,89.74,0.06461,0,0,0,0,4,37.3,0.945,318,2970,75.1,4.66,43.5,1.1,4.66,43.5,1.1,,,,,780,39.5,1720620,26.483244411898,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2005-4",3,2005-02-12 20:45:00,2005-02-16 13:19:00,140000,2.988,10.7442,44.98,0.2388362,2.7432,2.7432,2.7432,2.286,1.6002,153,0.1377,151.7,0.1365,0,0,5.9436,5.9436,112,976,24.7,227,1980,50.2,6.13,53.6,1.36,7.46,65.2,1.65,,,,,781,39.5,1720620,24.8003626599714,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2005-9",1,2005-02-24 19:30:00,2005-02-25 08:45:00,4673,0.2605,0,,,,,,,,,,,,0,0,1.8288,12.573,24,7,0.177,578,169,4.27,10.2,2.96,0.075,11.2,3.26,0.0825,,,,,782,39.5,1720620,0.827800676500331,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2005-10",1,2005-02-25 18:00:00,2005-02-26 13:00:00,7365,0.4906,0,,,,,,,,,,,,0,0,1.8288,12.573,25,11.5,0.291,384,177,4.47,8.32,3.83,0.0968,9,4.14,0.105,,,,,783,39.5,1720620,1.30467622136207,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2005-15",1,2005-03-04 18:00:00,2005-03-05 10:42:00,7504,0.4123,0,,,,,,,,,,,,0,0,0.9144,2.7432,24,11.2,0.285,176,82.4,2.09,4.7,2.2,0.0557,4.7,2.2,0.0557,,,,,784,39.5,1720620,1.32929943857447,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2005-16",1,2005-03-05 16:08:00,2005-03-06 05:00:00,6401,0.4009,0,,,,,,,,,,,,0,0,0.9144,2.7432,21,8.39,0.212,132,52.7,1.34,3.12,1.25,0.0316,3.38,1.35,0.0342,,,,,785,39.5,1720620,1.13390800990341,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2005-18",1,2005-06-12 01:29:00,2005-06-12 01:49:00,120.3,0.2025,33.0708,1.1,30.0736,96.012,74.0664,58.8264,53.7464,32.1564,1340,28.36,1291,27.32,3.8862,3.8862,32.1818,34.4678,1340,10.1,0.256,90,0.676,0.0171,1.43,0.0108,0.000273,3.44,0.0258,0.000654,,,,,786,39.5,1720620,0.0213105973428183,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2005-19",1,2005-09-19 11:02:00,2005-09-19 11:22:00,117.5,0.1872,41.402,1.667,24.8412,113.0808,78.0288,69.2912,40.2336,28.4988,1666,26.39,1613,25.55,0,0,0,0.4572,2300,16.9,0.428,168,1.23,0.0312,1.83,0.0134,0.00034,5.64,0.0414,0.00105,,,,,787,39.5,1720620,0.0208145900896189,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2005,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2006-1",1,2006-03-09 00:06:00,2006-03-09 06:20:00,20740,3.723,22.4028,5.517,4.06146,19.2024,17.8308,15.5448,10.9728,8.6868,575.4,2.486,629,2.717,3.6576,3.6576,6.1722,6.1722,205,265,6.72,96,124,3.15,3.17,4.1,0.104,5.57,7.21,0.183,,,,,788,39.5,1720620,3.67399658262719,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2006,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2006-2",1,2006-04-16 22:27:00,2006-04-16 22:40:00,19,0.04473,36.8808,6.317,5.83946,42.672,33.8328,28.956,17.2212,13.1826,1191,8.075,1185,8.033,16.7894,16.7894,29.1338,47.1932,4750,5.63,0.143,160,0.19,0.00481,1.21,0.00144,3.65e-05,2.46,0.00292,7.39e-05,,,,,789,39.5,1720620,0.00336576350385326,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2006,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2007-3",1,2007-03-01 18:15:00,2007-03-02 19:45:00,5922,0.09465,4.572,7.433,0.615188,5.4864,4.1148,3.6576,2.7432,2.0574,78.61,0.0849,88.53,0.09561,0,0,0,0,2,0.739,0.0187,132,48.8,1.24,2.84,1.05,0.0266,4.77,1.76,0.0446,,,,,790,39.5,1720620,1.04905534051679,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2007,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2007-4",3,2007-03-09 18:15:00,2007-03-12 09:30:00,131300,5.382,3.429,10.1,0.339598,2.7432,2.7432,1.8288,1.3716,1.3716,53.16,0.02871,57.62,0.03112,0,0,0,4.572,262,2150,54.3,119,972,24.6,3.14,25.8,0.653,3.6,29.5,0.747,,,,,791,39.5,1720620,23.2591972661018,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2007,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2007-5",1,2007-03-12 12:30:00,2007-03-12 21:30:00,12730,1.482,0,,,,,,,,,,,,0,0,3.429,8.001,266,211,5.35,138,110,2.78,2.42,1.92,0.0487,2.74,2.18,0.0551,,,,,792,39.5,1720620,2.25506154758169,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2007,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2007-7",1,2007-07-04 02:58:00,2007-07-04 04:30:00,29390,46.39,66.8274,1.917,34.8742,161.544,125.5776,103.0224,98.5012,64.5414,2795,108.4,2711,105.1,0,0,0,38.3794,3170,5810,147,76,139,3.53,0.97,1.78,0.0451,3.68,6.75,0.171,,,,,793,39.5,1720620,5.20630470411828,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2007,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2007-8",1,2007-07-18 03:37:00,2007-07-18 05:30:00,10500,6.813,37.2618,2.2,16.93672,77.4192,66.1416,61.3664,55.1688,34.0106,1505,32.68,1438,31.24,29.4894,30.1752,30.1752,57.785,1760,1150,29.2,32,21,0.531,0.842,0.552,0.014,2.7,1.77,0.0448,,,,,794,39.5,1720620,1.86002719949786,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2007,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2007-9",1,2007-08-22 22:55:00,2007-08-23 00:35:00,2963,1.163,23.3172,3.35,6.9596,89.916,72.39,56.5912,30.5816,18.7198,838.9,10.1,833.5,10.04,13.9954,13.9954,72.9742,106.045,167,30.9,0.782,116,21.5,0.543,1.32,0.244,0.00618,1.78,0.329,0.00834,,,,,795,39.5,1720620,0.524881961153538,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2007,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2007-10",1,2007-08-27 14:54:00,2007-08-27 16:09:00,685.4,0.399,29.845,1.367,21.83892,77.1144,67.5132,64.3128,44.958,29.1592,1172,20.74,1136,20.1,0,0,52.7558,132.334,339,14.5,0.367,108,4.62,0.117,1.12,0.0479,0.00121,1.84,0.0789,0.002,,,,,796,39.5,1720620,0.121415489765317,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2007,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2008-3",1,2008-01-07 20:30:00,2008-01-08 22:43:00,3672,0.1157,15.367,33.65,0.456692,40.2336,35.6616,26.5176,14.6304,7.5438,438,2.523,426.5,2.457,0,0,0,0,2,0.229,0.0058,64,14.7,0.371,1.01,0.232,0.00586,1.1,0.252,0.00638,"<",,,,797,39.5,1720620,0.650478083481536,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2008-4",1,2008-03-03 03:25:00,2008-03-04 07:45:00,19150,0.8547,16.0274,8.183,1.958594,19.5072,13.8684,11.0744,7.8232,5.0546,344.8,1.062,396.9,1.222,0,0,0,0,46,55,1.39,346,414,10.5,9.95,11.9,0.301,11.4,13.6,0.345,,,,,798,39.5,1720620,3.39233532098895,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2008-5",3,2008-03-12 20:14:00,2008-03-15 13:45:00,86850,4.021,0,,,,,,,,,,,,0,0,0,16.0274,48.3,262,6.63,90.6,491,12.4,2.5,13.6,0.344,3.15,17.1,0.432,,,,,799,39.5,1720620,15.3850821215608,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2008-6",1,2008-03-15 18:45:00,2008-03-16 10:00:00,3007,0.209,0,,,,,,,,,,,,0,0,0,16.0274,18,3.38,0.0855,46,8.63,0.219,1.18,0.221,0.00561,1.32,0.248,0.00627,,,,,800,39.5,1720620,0.532676360846671,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2008-7",1,2008-03-16 19:15:00,2008-03-17 02:15:00,1192,0.111,0,,,,,,,,,,,,0,0,0,16.0274,20,1.49,0.0377,78,5.81,0.147,0.933,0.0694,0.00176,0.999,0.0744,0.00188,,,,,801,39.5,1720620,0.211157373504899,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2008-8",1,2008-03-18 17:45:00,2008-03-19 02:00:00,1356,0.1054,0.2286,,,,,,,,,,,,1.143,1.143,1.143,1.143,23,1.95,0.0493,108,9.15,0.232,0.781,0.0661,0.00167,0.836,0.0708,0.00179,,,,,802,39.5,1720620,0.24020922690658,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2008-9",1,2008-03-19 16:45:00,2008-03-20 01:45:00,1797,0.11,0,,,,,,,,,,,,0.2286,1.3716,1.3716,1.3716,21,2.36,0.0596,72,8.08,0.204,0.614,0.0689,0.00174,0.664,0.0745,0.00189,,,,,803,39.5,1720620,0.31833036928549,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-12",1,2008-04-25 14:30:00,2008-04-25 17:15:00,2125,0.8264,17.7546,2.15,8.25754,84.1248,54.4068,38.1,22.7076,14.3256,585.1,5.231,601.8,5.38,29.4386,32.639,41.783,69.469,564,74.8,1.89,110,14.6,0.37,1.02,0.136,0.00344,2.38,0.316,0.00799,,,,,804,39.5,1720620,0.376434076088852,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-13",1,2008-05-02 06:53:00,2008-05-02 08:45:00,138.2,0.0497,20.2438,0.8667,23.35784,67.6656,49.0728,44.9072,33.6296,20.2438,804.4,10.65,760.3,10.07,0,0,25.7556,65.024,709,6.12,0.155,236,2.04,0.0516,1.39,0.012,0.000304,3.27,0.0282,0.000714,,,,,805,39.5,1720620,0.0244815008543432,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-15",1,2008-05-30 09:06:00,2008-05-30 10:19:00,138.2,0.0733,29.7942,12.73,2.339848,28.0416,16.764,13.8176,11.0236,8.4836,751,3.26,810.8,3.519,3.2004,3.2004,34.2646,34.2646,626,5.4,0.137,134,1.16,0.0293,1.01,0.00876,0.000222,2.35,0.0203,0.000513,,,,,806,39.5,1720620,0.0244815008543432,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-16",1,2008-06-05 09:58:00,2008-06-05 12:24:00,6610,3.192,25.3492,3.65,6.94436,84.1248,62.6364,55.2704,36.8808,18.8976,937.3,13.61,914.4,13.28,0,4.1148,46.736,77.8002,2270,935,23.7,172,71,1.8,0.736,0.304,0.00769,3.93,1.62,0.0411,,,,,807,39.5,1720620,1.17093140844579,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-20",1,2008-07-10 15:45:00,2008-07-10 18:00:00,6342,3.632,18.7706,1.967,9.54532,70.4088,49.53,43.5864,30.6832,17.1704,710.1,8.578,690,8.335,1.8288,1.8288,35.8902,74.549,622,246,6.23,62,24.5,0.621,0.831,0.329,0.00833,1.68,0.665,0.0168,,,,,808,39.5,1720620,1.1234564284967,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-21",1,2008-07-10 23:15:00,2008-07-11 01:45:00,35440,18.92,31.877,1.317,24.21128,64.008,61.1124,55.9816,44.8564,30.2768,1277,22.54,1212,21.4,21.0566,21.0566,55.118,93.7768,763,1690,42.7,32,70.8,1.79,0.402,0.889,0.0225,1.3,2.88,0.0728,,,,,809,39.5,1720620,6.27803466192419,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-22",1,2008-07-12 07:42:00,2008-07-12 10:15:00,7439,2.065,26.0858,2.6,10.033,51.816,39.7764,37.7952,26.2636,19.4818,897.1,9.276,881.4,9.113,0,51.1048,86.995,124.0536,189,87.8,2.22,60,27.9,0.705,0.598,0.278,0.00703,0.979,0.455,0.0115,,,,,810,39.5,1720620,1.31778498448234,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2008-23",1,2008-07-20 04:39:00,2008-07-20 06:15:00,2100,1.462,28.956,1.083,26.7208,115.824,97.536,75.184,47.752,28.702,1147,21.57,1113,20.92,0.254,0.508,2.032,115.3668,190,24.9,0.63,66,8.65,0.219,0.716,0.0938,0.00238,1,0.132,0.00333,,,,,811,39.5,1720620,0.372005439899571,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2008,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2009-1",1,2008-12-27 08:00:00,2008-12-28 12:00:00,85080,3.812,9.8298,11.87,0.828294,10.9728,9.6012,7.3152,4.572,3.6576,206,0.3708,225.9,0.4066,0,0,0,3.429,27,143,3.63,90,478,12.1,0.871,4.63,0.117,0.96,5.1,0.129,,,,,812,39.5,1720620,15.0715346793598,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Post-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Previous growing season + current post-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2009-2",3,2009-02-07 11:00:00,2009-02-10 12:01:00,135500,4.534,1.6002,2.033,0.786892,5.4864,4.1148,3.6576,2.286,1.3716,32.43,0.02919,35.66,0.03209,0,0,0,0,70.7,598,15.1,433,3670,92.8,9.47,80.1,2.03,13.6,115,2.9,,,,,813,39.5,1720620,24.0032081459009,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2009-3",2,2009-02-25 19:00:00,2009-02-27 10:08:00,109300,10.69,14.6304,10.67,1.3716,19.2024,13.716,10.9728,8.2296,6.6294,336.4,1.09,367.9,1.192,0,0,0,0.9144,302,2060,52.1,147,1000,25.4,2.97,20.3,0.513,3.91,26.7,0.676,,,,,814,39.5,1720620,19.3619974195348,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2009-5",1,2009-03-07 13:00:00,2009-03-08 00:30:00,47970,3.548,21.0312,11.32,1.858518,8.2296,8.2296,6.4008,5.0292,3.8862,400.1,0.7922,487.3,0.9648,0,0,0,14.6304,129,386,9.78,380,1140,28.8,4.97,14.9,0.377,6.51,19.5,0.494,,,,,815,39.5,1720620,8.49766711999163,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2009-6",1,2009-03-08 13:33:00,2009-03-09 01:16:00,104500,6.66,25.6032,8.933,2.86512,8.2296,6.858,6.4008,5.9436,5.4864,515.9,1.207,629.3,1.473,18.288,24.2316,24.2316,38.862,124,809,20.5,158,1030,26.1,2.99,19.5,0.494,3.75,24.5,0.619,,,,,816,39.5,1720620,18.5116992711929,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Frozen","Storm","2009-7",1,2009-03-10 05:53:00,2009-03-10 14:37:00,58610,5.552,19.2024,10.5,1.8288,8.2296,6.858,6.4008,4.572,3.8862,357.2,0.6429,439.6,0.7914,0,28.575,49.8348,64.4652,83,304,7.69,128,468,11.9,2.06,7.54,0.191,2.61,9.55,0.242,,,,,817,39.5,1720620,10.3824946821495,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Pre-growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Previous crop",0,"Current post-growing season + pre-growing season",0,"No"
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2009-8",1,2009-06-08 05:40:00,2009-06-08 06:00:00,52.8,0.08532,30.226,0.95,31.8262,102.7176,86.4108,73.9648,44.8564,30.226,1234,21.8,1195,21.11,0.4572,1.6002,7.4168,25.019,370,1.22,0.0309,4,0.0132,0.000334,0.829,0.00273,6.92e-05,1.57,0.00517,0.000131,,,,,818,39.5,1720620,0.00935327963176064,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-423846090171600","R3",0,0,0,"Non-Frozen","Storm","2009-9",1,2009-06-19 14:18:00,2009-06-19 15:25:00,5668,4.86,22.3266,0.3333,66.9798,105.7656,89.7636,77.1144,44.6532,22.3266,955.1,16.79,918.6,16.15,2.7432,9.2202,19.05,51.3334,605,214,5.42,2,0.708,0.0179,0.687,0.243,0.00615,1.58,0.559,0.0141,,,,,819,39.5,1720620,1.0040603968337,"Surface","Beef and Grain","Corn-Soybean","Cultivated Crops","Cultivated Crops","No",,"Tama silt loam","High-infiltration","Well drained",5,0.305,2009,"Growing season",1,0,0,0,0,0,1,0,0,0,0,0,"Current crop",0,"Current pre-growing season + growing season",,
