"field_year","Field_Name","estimated","frozen","storm_start","storm_end","month_name","runoff_in","runoff_volume_cubicft","peak_discharge_cfs","sediment_yield_lbsac","cl_yield_lbsac","no3_yield_lbsac","nh4_yield_lbsac","orgn_yield_lbsac","tn_yield_lbsac","srp_yield_lbsac","tp_yield_lbsac","sediment_conc_mgL","cl_conc_mgL","no3_conc_mgL","nh4_conc_mgL","orgn_conc_mgL","tn_conc_mgL","srp_conc_mgL","tp_conc_mgL","sediment_load_lbs","cl_load_lbs","no3_load_lbs","nh4_load_lbs","orgn_load_lbs","tn_load_lbs","srp_load_lbs","tp_load_pounds"
"2019","RS2","Measured","Non-Frozen",2019-08-06 01:22:00,2019-08-06 02:15:00,"Aug",0.192112512686675,1325,1.333,14.8,0.0109,0.00218,0.00348,0.0675,0.0731,0.00475,0.0194,"341","0.5","0.1",0.08,1.55,1.68,0.109,0.445,28.2,0.0207,0.00414,0.00662,0.128,0.139,0.00902,0.0368
"2019","RS2","Measured","Non-Frozen",2019-08-11 07:25:00,2019-08-11 08:30:00,"Aug",0.0801217920835146,552.6,0.3192,1.89,0.00454,0.00363,0.000545,0.0234,0.0276,0.00254,0.00659,"104","0.5","0.2",0.03,1.29,1.52,0.14,0.363,3.59,0.00862,0.0069,0.00103,0.0445,0.0524,0.00483,0.0125
"2019","RS2","Estimated","Non-Frozen",2019-08-16 12:46:00,2019-08-16 13:15:00,"Aug",0.00397274177178483,27.4,0.0313,0.0938,0.000226,0.00018,2.71e-05,0.00116,0.00137,0.000126,0.000327,"104","0.5","0.2",0.03,1.29,1.52,0.14,0.363,0.178,0.000428,0.000343,5.14e-05,0.00221,0.0026,0.00024,0.000622
"2019","RS2","Measured","Non-Frozen",2019-09-13 01:03:00,2019-09-13 05:15:00,"Sep",0.0936784109032913,646.1,0.2752,6.45,0.00531,0.00425,0.000637,0.062,0.0669,0.00331,0.0174,"304","0.5","0.2",0.03,2.92,3.15,0.156,0.819,12.3,0.0101,0.00807,0.00121,0.118,0.127,0.00629,0.033
"2020","RS2","Measured","Non-Frozen",2019-10-01 14:07:00,2019-10-02 07:00:00,"Oct",0.173118747281427,1194,0.6745,11.9,0.00981,0.00785,0.00118,0.261,0.27,0.00604,0.0581,"304","0.5","0.2",0.03,6.64,6.87,0.154,1.48,22.7,0.0186,0.0149,0.00224,0.495,0.512,0.0115,0.11
"2020","RS2","Measured","Non-Frozen",2019-10-05 17:04:00,2019-10-05 19:45:00,"Oct",0.124981876178048,862,0.2298,8.61,0.00708,0.00566,0.00085,0.143,0.15,0.00487,0.0323,"304","0.5","0.2",0.03,5.06,5.29,0.172,1.14,16.4,0.0135,0.0108,0.00161,0.272,0.285,0.00926,0.0613
"2020","RS2","Measured","Frozen",2019-12-29 04:42:00,2019-12-29 10:45:00,"Dec",0.404523705959113,2790,0.3558,7.79,0.468,0.0275,0.00275,0.162,0.193,0.0221,0.0446,"85","5.1","0.3",0.03,1.77,2.1,0.241,0.487,14.8,0.888,0.0523,0.00523,0.308,0.366,0.042,0.0848
"2020","RS2","Estimated","Frozen",2020-02-02 21:30:00,2020-02-03 07:30:00,"Feb",0.139451935624184,961.8,0.05414,2.69,0.161,0.00948,0.000948,0.0559,0.0664,0.00762,0.0154,"85","5.1","0.3",0.03,1.77,2.1,0.241,0.487,5.1,0.306,0.018,0.0018,0.106,0.126,0.0145,0.0292
"2020","RS2","Estimated","Frozen",2020-02-24 02:15:00,2020-02-24 04:45:00,"Feb",0.0272292301000435,187.8,0.03836,0.525,0.0315,0.00185,0.000185,0.0109,0.013,0.00149,0.00301,"85","5.1","0.3",0.03,1.77,2.1,0.241,0.487,0.997,0.0598,0.00352,0.000352,0.0208,0.0246,0.00283,0.00571
"2020","RS2","Measured","Frozen",2020-03-01 20:15:00,2020-03-06 23:15:00,"Mar",1.54994925329854,10690,0.256,3.86,0.914,0.0176,0.0281,0.499,0.545,0.0671,0.124,"11","2.6","0.1",0.08,1.42,1.55,0.191,0.353,7.34,1.74,0.0334,0.0534,0.948,1.03,0.128,0.236
"2020","RS2","Estimated","Non-Frozen",2020-03-19 18:02:00,2020-03-19 18:59:00,"Mar",0.0160359576627519,110.6,0.05883,0.592,0.000908,0.000182,0.000182,0.00698,0.00734,0.0011,0.00246,"163","0.5","0.1",0.05,1.92,2.02,0.303,0.676,1.13,0.00173,0.000345,0.000345,0.0133,0.0139,0.00209,0.00467
"2020","RS2","Estimated","Non-Frozen",2020-03-29 02:34:00,2020-03-29 03:30:00,"Mar",0.0162824416412933,112.3,0.082,0.602,0.000923,0.000185,0.000185,0.00709,0.00746,0.00112,0.00249,"163","0.5","0.1",0.05,1.92,2.02,0.303,0.676,1.14,0.00175,0.000351,0.000351,0.0135,0.0142,0.00212,0.00474
"2020","RS2","Estimated","Non-Frozen",2020-05-28 14:34:00,2020-05-28 14:56:00,"May",0.00366826156299841,25.3,0.035,0.136,0.000208,4.16e-05,4.16e-05,0.0016,0.00168,0.000252,0.000563,"163","0.5","0.1",0.05,1.92,2.02,0.303,0.676,0.258,0.000395,7.91e-05,7.9e-05,0.00304,0.00319,0.000479,0.00107
"2020","RS2","Measured","Non-Frozen",2020-07-09 22:11:00,2020-07-09 23:30:00,"Jul",0.117558358706684,810.8,0.5266,4.34,0.00666,0.00133,0.00133,0.0511,0.0538,0.00807,0.018,"163","0.5","0.1",0.05,1.92,2.02,0.303,0.676,8.25,0.0127,0.00253,0.00253,0.0972,0.102,0.0153,0.0342
"2021","RS2","Estimated","Non-Frozen",2020-10-22 23:47:00,2020-10-23 06:29:00,"Oct",0.011439756415833,78.9,0.06092,0.0285,0.000648,0.00104,0.000726,0.00329,0.00506,0.000799,0.00108,"11","0.5","0.4",0.28,1.27,1.95,0.308,0.417,0.0542,0.00123,0.00197,0.00138,0.00626,0.00961,0.00152,0.00205
"2021","RS2","Estimated","Frozen",2021-02-27 20:00:00,2021-03-03 03:30:00,"Feb",0.488328258663187,3368,0.1226,0.664,0.155,0.0111,0.0531,0.131,0.195,0.0145,0.0258,"6","1.4","0.1",0.48,1.18,1.76,0.131,0.233,1.26,0.294,0.021,0.101,0.248,0.37,0.0275,0.049
"2021","RS2","Measured","Frozen",2021-03-03 17:30:00,2021-03-04 22:00:00,"Mar",0.811512251703639,5597,0.3738,1.1,0.257,0.0184,0.0883,0.217,0.324,0.0241,0.0429,"6","1.4","0.1",0.48,1.18,1.76,0.131,0.233,2.1,0.489,0.0349,0.168,0.412,0.615,0.0458,0.0814
"2021","RS2","Measured","Non-Frozen",2021-07-15 01:55:00,2021-07-15 03:30:00,"Jul",0.058387704799188,402.7,0.2724,0.146,0.00331,0.00529,0.0037,0.0168,0.0258,0.00408,0.00552,"11","0.5","0.4",0.28,1.27,1.95,0.308,0.417,0.277,0.00628,0.0101,0.00704,0.0319,0.049,0.00774,0.0105
"2021","RS2","Measured","Non-Frozen",2021-08-07 21:42:00,2021-08-08 10:09:00,"Aug",0.077395969261998,533.8,0.2292,0.579,0.0298,0.0105,0.00544,0.0351,0.051,0.00793,0.0119,"33","1.7","0.6",0.31,2,2.91,0.452,0.678,1.1,0.0567,0.02,0.0103,0.0667,0.097,0.0151,0.0226
"2022","AO1","Measured","Frozen",2021-12-15 22:30:00,2021-12-16 02:15:00,"Dec",0.065766361402725,5299.848,0.91,0.447108361,0.003725903,0.000745181,0.001043253,0.022355418,0.024143851,0.007585939,0.011550299,"30","<0.5","<0.1",0.07,1.5,1.62,0.509,0.775,9.925805605,0.082715047,0.016543009,0.023160213,0.49629028,0.535993503,0.168407835,0.256416645
"2022","AO1","Estimated","Frozen",2022-03-05 23:01:00,2022-03-06 15:44:00,"Mar",0.0189075459757278,1523.6835,0.04532,0.047131968,0.001071181,0.000428472,0.001542501,0.008612296,0.010583269,0.00186814,0.002699376,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,1.046329684,0.02378022,0.009512088,0.034243517,0.19119297,0.234948574,0.041472704,0.059926155
"2022","AO1","Measured","Frozen",2022-03-16 15:45:00,2022-03-20 16:15:00,"Mar",3.38374898741717,272682.7959,1.995,8.434872951,0.191701658,0.076680663,0.276050387,1.54128133,1.894012381,0.334327692,0.483088178,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,187.2541795,4.255776807,1.702310723,6.128318602,34.21644553,42.04707485,7.422074752,10.72455755
"2022","AO1","Estimated","Frozen",2022-03-23 01:45:00,2022-03-23 08:30:00,"Mar",0.0804265877447696,6481.257,0.6326,0.200484153,0.004556458,0.001822583,0.0065613,0.036633922,0.045017805,0.007946463,0.011482274,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,4.450748195,0.101153368,0.040461347,0.14566085,0.813273079,0.999395277,0.176411474,0.254906488
"2022","AO1","Estimated","Frozen",2022-04-01 14:15:00,2022-04-02 02:15:00,"Apr",0.0690211711711712,5562.1401,0.531,0.172053191,0.0039103,0.00156412,0.005630832,0.03143881,0.038633762,0.006819563,0.009853955,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,3.819580833,0.086808655,0.034723462,0.125004464,0.697941589,0.857669514,0.151394295,0.218757811
"2022","AO1","Estimated","Frozen",2022-04-02 12:15:00,2022-04-02 22:30:00,"Apr",0.0149430608294245,1204.2015,0.0741,0.037249459,0.000846579,0.000338631,0.001219073,0.006806492,0.008364197,0.001476433,0.002133378,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,0.826937993,0.018794045,0.007517618,0.027063425,0.151104124,0.185685167,0.032776815,0.047360994
"2022","AO1","Estimated","Frozen",2022-04-03 11:45:00,2022-04-03 14:45:00,"Apr",0.00220605316059862,177.777,0.02623,0.00549916,0.000124981,4.99924e-05,0.000179973,0.001004847,0.001234811,0.000217967,0.000314952,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,0.122081359,0.002774576,0.001109831,0.00399539,0.022307594,0.027412814,0.004838861,0.006991932
"2022","AO1","Estimated","Frozen",2022-04-04 17:00:00,2022-04-04 19:00:00,"Apr",0.00269142282778646,216.891,0.05816,0.00670907,0.000152479,6.09915e-05,0.00021957,0.00122593,0.001506491,0.000265923,0.000384247,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,0.148941359,0.003385031,0.001354012,0.004874444,0.027215648,0.033444105,0.005903494,0.008530278
"2022","AO1","Estimated","Frozen",2022-04-06 03:45:00,2022-04-06 07:00:00,"Apr",0.00165130667857941,133.0722,0.02282,0.004116311,9.35525e-05,3.7421e-05,0.000134716,0.000752162,0.000924299,0.000163156,0.000235752,"11","<0.5","0.1",0.36,2.01,2.47,0.436,0.63,0.091382097,0.002076866,0.000830746,0.002990687,0.016698001,0.020519434,0.003622054,0.005233702
"2022","AO2","Measured","Frozen",2021-12-15 22:59:00,2021-12-16 05:00:00,"Dec",0.146483982824035,29883.6114,4.786,74.72283766,0.023236778,0.043154016,0.013278159,0.298426615,0.354858789,0.006672275,0.209130998,"2251","0.7","1.3",0.4,8.99,10.69,0.201,6.3,4199.423476,1.305906901,2.425255673,0.746232515,16.77157577,19.94306395,0.374981839,11.75316211
"2022","AO2","Measured","Frozen",2022-03-16 18:00:00,2022-03-29 20:30:00,"Mar",7.76455895905022,1584016.615,9.798,839.3109568,3.343167333,1.055737053,2.129069723,4.29333068,7.478137456,0.381824901,2.568960161,"477","1.9","0.6",1.21,2.44,4.25,0.217,1.46,47169.27577,187.8860041,59.33242235,119.6537184,241.2851842,420.271325,21.45855942,144.3755611
"2022","AO2","Measured","Frozen",2022-03-30 03:45:00,2022-04-10 17:45:00,"Mar",2.56913492838446,524118.9402,4.9797,653.8142642,0.815084568,0.523982937,0.366788056,2.136685975,3.027456967,0.065788969,1.193516689,"1123","1.4","0.9",0.63,3.67,5.2,0.113,2.05,36744.36165,45.80775273,29.44784104,20.61348873,120.0817518,170.1430816,3.697340041,67.07563792
"2022","AO2","Measured","Frozen",2022-04-12 17:47:00,2022-04-14 06:45:00,"Apr",0.722070080291756,147306.6288,6.824,989.4800448,1.423594574,0.785431489,0.152177351,3.46408013,4.40168897,0.018817629,2.519926028,"6047","8.7","4.8",0.93,21.17,26.9,0.115,15.4,55608.77852,80.00601506,44.14124969,8.552367127,194.6813033,247.3749201,1.057550774,141.6198428
"2022","AO2","Estimated","Frozen",2022-04-14 12:00:00,2022-04-14 20:15:00,"Apr",0.00619927355077792,1264.689,0.12631,2.079171136,0.012924577,0.009271979,0.000955295,0.010564437,0.020791711,0.000118007,0.005436752,"1480","9.2","6.6",0.68,7.52,14.8,0.084,3.87,116.8494178,0.726361246,0.521085242,0.05368757,0.593721366,1.168494178,0.006631994,0.305545437
"2022","AO2","Estimated","Frozen",2022-04-15 13:45:00,2022-04-15 20:30:00,"Apr",0.00264883385782771,540.378,0.05627,0.888391012,0.005522431,0.003961744,0.00040818,0.004513987,0.00888391,5.04222e-05,0.002323022,"1480","9.2","6.6",0.68,7.52,14.8,0.084,3.87,49.92757486,0.3103606,0.222649996,0.022939697,0.253686056,0.499275749,0.002833727,0.130553861
"2022","AO2","Estimated","Non-Frozen",2022-04-19 12:00:00,2022-04-20 01:15:00,"Apr",0.00919517808299756,1875.8715,0.22674,3.083966001,0.019170599,0.013752821,0.001416957,0.015669881,0.03083966,0.000175036,0.008064154,"1480","9.2","6.6",0.68,7.52,14.8,0.084,3.87,173.3188892,1.07738769,0.77290856,0.079633003,0.880647329,1.733188892,0.009837018,0.453205474
"2022","AO2","Measured","Non-Frozen",2022-04-20 18:15:00,2022-04-21 04:01:00,"Apr",0.106305895414841,21687.0405,2.1838,35.65387904,0.221632221,0.158997028,0.016381512,0.18116025,0.35653879,0.002023599,0.093230076,"1480","9.2","6.6",0.68,7.52,14.8,0.084,3.87,2003.748002,12.45573082,8.935632983,0.920640974,10.18120607,20.03748002,0.113726238,5.239530249
"2022","AO2","Estimated","Non-Frozen",2022-04-22 23:15:00,2022-04-23 03:00:00,"Apr",0.00216580394694274,441.837,0.07392,0.726387861,0.004515384,0.003239297,0.000333746,0.003690836,0.007263879,4.12274e-05,0.001899406,"1480","9.2","6.6",0.68,7.52,14.8,0.084,3.87,40.82299777,0.253764581,0.182048504,0.018756512,0.207424962,0.408229978,0.002316981,0.106746623
"2022","AO2","Estimated","Non-Frozen",2022-04-23 22:30:00,2022-04-24 06:30:00,"Apr",0.0156200655863063,3186.5871,0.68048,5.238805683,0.032565549,0.023362242,0.002407019,0.026618796,0.052388057,0.000297338,0.013698769,"1480","9.2","6.6",0.68,7.52,14.8,0.084,3.87,294.4208794,1.830183845,1.312957976,0.135274458,1.49597636,2.944208794,0.016710374,0.769870813
"2022","AO2","Measured","Non-Frozen",2022-04-30 18:53:00,2022-05-01 00:15:00,"Apr",0.0524858430634393,10707.4269,1.96,98.38761313,0.068985512,0.033303351,0.002378811,0.31162421,0.347306371,0.001938731,0.245017509,"8272","5.8","2.8",0.2,26.2,29.2,0.163,20.6,5529.383858,3.876985781,1.871648308,0.133689165,17.51328059,19.51861807,0.108956669,13.76998398
"2022","AO2","Measured","Non-Frozen",2022-05-12 13:50:00,2022-05-12 21:15:00,"May",0.047612474633099,9713.2305,1.5088,57.86504201,0.014026581,0.04855355,0.008631742,0.219030459,0.276215752,0.002859265,0.20392491,"5363","1.3","4.5",0.8,20.3,25.6,0.265,18.9,3252.015361,0.78829386,2.728709514,0.485103914,12.30951181,15.52332524,0.160690671,11.46057996
"2022","AO2","Estimated","Non-Frozen",2022-05-18 21:49:00,2022-05-18 22:45:00,"May",0.000949297079497662,193.6623,0.14325,1.130371665,0.000166721,0.000548567,0.000127999,0.004174491,0.004851057,5.56097e-05,0.003506529,"5254.5","0.775","2.55",0.595,19.405,22.55,0.2585,16.3,63.52688759,0.009369747,0.030829492,0.007193548,0.234606386,0.272629425,0.003125264,0.197066946
"2022","AO2","Measured","Non-Frozen",2022-05-19 19:06:00,2022-05-20 07:30:00,"May",0.0619385812181995,12635.8422,2.0708,72.23018986,0.003509045,0.008421709,0.005474111,0.259809719,0.273705539,0.003537118,0.192295686,"5146","<0.5","0.6",0.39,18.51,19.5,0.252,13.7,4059.33667,0.19720835,0.473300039,0.307645026,14.60130621,15.38225128,0.198786017,10.80701756
"2022","AO2","Estimated","Non-Frozen",2022-06-11 17:29:00,2022-06-11 19:15:00,"Jun",0.00170559689420899,347.952,0.21656,1.177705145,0.007846214,0.006648024,0.001113157,0.005728123,0.013489304,8.11677e-05,0.004290294,"3047","20.3","17.2",2.88,14.82,34.9,0.21,11.1,66.18702913,0.440957234,0.373618937,0.06255945,0.321920503,0.75809889,0.004561627,0.241114547
"2022","AO2","Estimated","Non-Frozen",2022-06-13 19:57:00,2022-06-13 22:30:00,"Jun",0.00228145054557219,465.4296,0.19955,1.57532888,0.010495299,0.008892569,0.001488988,0.007662085,0.018043642,0.000108572,0.005738809,"3047","20.3","17.2",2.88,14.82,34.9,0.21,11.1,88.53348305,0.589835808,0.499762359,0.083681139,0.430609196,1.014052694,0.00610175,0.322521057
"2022","AO2","Measured","Non-Frozen",2022-06-15 17:55:00,2022-06-15 21:00:00,"Jun",0.0174081056439516,3551.358,1.2294,12.02019988,0.080082067,0.067852786,0.011361397,0.058463854,0.137678036,0.000828435,0.043788716,"3047","20.3","17.2",2.88,14.82,34.9,0.21,11.1,675.5352331,4.500612153,3.813326554,0.638510493,3.285668577,7.737505623,0.046558057,2.460925857
"2022","AO2","Estimated","Non-Frozen",2022-07-04 13:44:00,2022-07-04 15:30:00,"Jul",0.0098325872768448,2005.9068,0.89646,6.894072415,0.001336924,0.003565131,0.000713026,0.02691674,0.031194898,0.000695201,0.021435351,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,387.4468697,0.07513514,0.200360372,0.040072074,1.51272081,1.753153257,0.039070273,1.204666738
"2022","AO2","Estimated","Non-Frozen",2022-07-08 09:45:00,2022-07-08 11:45:00,"Jul",0.00122847857415958,250.617,0.06393,0.861341986,0.000167035,0.000445426,8.90851e-05,0.003362964,0.003897475,8.6858e-05,0.002678122,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,48.4074196,0.009387347,0.025032925,0.005006585,0.188998587,0.219038098,0.00488142,0.150510464
"2022","AO2","Estimated","Non-Frozen",2022-07-10 19:45:00,2022-07-10 21:30:00,"Jul",0.0012979265315726,264.7848,0.12,0.910035095,0.000176477,0.000470606,9.41213e-05,0.003553078,0.004117806,9.17682e-05,0.002829521,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,51.14397235,0.00991803,0.026448079,0.005289616,0.199682995,0.231420689,0.005157375,0.159019074
"2022","AO2","Estimated","Non-Frozen",2022-07-16 12:15:00,2022-07-16 15:15:00,"Jul",0.00153136525396312,312.4077,0.05641,1.07370956,0.000208218,0.000555247,0.000111049,0.004192117,0.004858414,0.000108273,0.003338425,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,60.34247725,0.011701838,0.031204901,0.00624098,0.235597002,0.273042883,0.006084956,0.187619467
"2022","AO2","Estimated","Non-Frozen",2022-07-18 16:29:00,2022-07-18 19:00:00,"Jul",0.0123697376547749,2523.5007,1.1097,8.672983493,0.001681897,0.004485059,0.000897012,0.033862198,0.039244269,0.000874587,0.026966419,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,487.4216723,0.094522626,0.252060335,0.050412067,1.903055527,2.205527929,0.049151765,1.515512763
"2022","AO2","Measured","Non-Frozen",2022-07-23 22:37:00,2022-07-24 02:30:00,"Jul",0.0429677450663216,8765.6778,2.177,30.12663276,0.005842269,0.015579383,0.003115877,0.117624345,0.136319605,0.00303798,0.093671043,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,1693.116761,0.328335506,0.87556135,0.17511227,6.610488195,7.661161815,0.170734463,5.264312619
"2022","AO2","Estimated","Non-Frozen",2022-07-27 09:45:00,2022-07-27 11:15:00,"Jul",0.000558401223493427,113.9172,0.0562,0.391520397,7.59251e-05,0.000202467,4.04934e-05,0.001528625,0.001771586,3.9481e-05,0.001217332,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,22.00344629,0.00426699,0.011378641,0.002275728,0.085908737,0.099563105,0.002218835,0.068414077
"2022","AO2","Estimated","Non-Frozen",2022-08-03 04:00:00,2022-08-03 06:30:00,"Aug",0.00555415134848975,1133.0802,0.4263,3.894267147,0.000755191,0.002013842,0.000402768,0.015204508,0.017621118,0.000392699,0.012108226,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,218.8578136,0.042441722,0.113177926,0.022635585,0.854493338,0.990306849,0.022069695,0.680482278
"2022","AO2","Estimated","Non-Frozen",2022-08-06 22:17:00,2022-08-07 00:15:00,"Aug",0.00216247022146407,441.1569,0.1433,1.516205845,0.000294028,0.000784075,0.000156815,0.005919769,0.00686066,0.000152895,0.004714253,"3094","0.6","1.6",0.32,12.08,14,0.312,9.62,85.21076849,0.016524389,0.044065039,0.008813008,0.332691042,0.385569088,0.008592683,0.264941045
"2022","AO2","Measured","Non-Frozen",2022-08-08 03:07:00,2022-08-08 08:15:00,"Aug",0.105489490015,21520.4889,3.5011,22.16035169,0.01434327,0.01912436,0.016255706,0.104705869,0.140085934,0.004589846,0.070760131,"927","0.6","0.8",0.68,4.38,5.86,0.192,2.96,1245.411765,0.806091757,1.07478901,0.913570658,5.884469827,7.872829495,0.257949362,3.976719335
"2022","AO2","Estimated","Non-Frozen",2022-08-13 08:46:00,2022-08-13 14:40:00,"Aug",0.00715189994411929,1459.0305,0.66824,1.502411453,0.000972435,0.001296579,0.001102093,0.007098773,0.009497445,0.000311179,0.004797344,"927","0.6","0.8",0.68,4.38,5.86,0.192,2.96,84.43552367,0.054650824,0.072867766,0.061937601,0.398951018,0.533756385,0.017488264,0.269610734
"2022","AO2","Measured","Non-Frozen",2022-08-28 13:53:00,2022-08-29 07:15:00,"Aug",0.0567463751066145,11576.601,2.7002,19.7779913,0.003214888,0.00257191,0.004243652,0.090016865,0.096832428,0.003973602,0.068027031,"1538","<0.5","0.2",0.33,7,7.53,0.309,5.29,1111.523111,0.180676709,0.144541367,0.238493255,5.058947839,5.441982461,0.223316412,3.823119153
"2022","AO2","Estimated","Non-Frozen",2022-09-10 15:57:00,2022-09-10 20:15:00,"Sep",0.00178791359077674,364.7451,0.02607,0.375589966,0.0002431,0.000324134,0.000275514,0.001774632,0.00237428,7.77921e-05,0.001199295,"927","0.6","0.8",0.68,4.38,5.86,0.192,2.96,21.10815608,0.013662237,0.018216316,0.015483869,0.09973433,0.133434514,0.004371916,0.067400369
"2022","AO3","Estimated","Non-Frozen",2021-10-03 17:04:00,2021-10-03 18:15:00,"Oct",0.00389084268004723,316.3722,0.24053,3.32849837,0.005819361,0.00740646,0.002565809,0.013569693,0.023541962,0.000445269,0.007732697,"3775","6.6","8.4",2.91,15.39,26.7,0.505,8.77,74.55836349,0.130353695,0.165904703,0.057474129,0.303961116,0.527339948,0.009974033,0.17321241
"2022","AO3","Estimated","Non-Frozen",2021-10-12 01:49:00,2021-10-12 04:30:00,"Oct",0.00327246900826446,266.091,0.1024,2.799498375,0.004894487,0.006229347,0.002158024,0.011413054,0.019800426,0.000374502,0.006503735,"3775","6.6","8.4",2.91,15.39,26.7,0.505,8.77,62.7087636,0.109636514,0.139537381,0.048339736,0.255652416,0.443529533,0.008388854,0.145683671
"2022","AO3","Estimated","Non-Frozen",2021-11-11 10:30:00,2021-11-11 13:15:00,"Nov",0.00152821354781582,124.2621,0.02725,1.307340523,0.002285681,0.002909049,0.001007778,0.005329794,0.00924662,0.000174889,0.003037186,"3775","6.6","8.4",2.91,15.39,26.7,0.505,8.77,29.28442771,0.051199264,0.0651627,0.022574221,0.119387375,0.207124297,0.003917519,0.068032962
"2022","AO3","Measured","Frozen",2021-12-15 22:56:00,2021-12-16 14:52:00,"Dec",0.0777153040141677,6319.1868,0.3702,5.054476346,0.014089133,0.029939407,0.006516224,0.014617475,0.051073106,0.002676935,0.01169398,"287","0.8","1.7",0.37,0.83,2.9,0.152,0.664,113.2202702,0.315596572,0.670642715,0.145963414,0.327431443,1.144037573,0.059963349,0.261945155
"2022","AO3","Estimated","Frozen",2022-03-08 16:15:00,2022-03-08 23:45:00,"Mar",0.00396813385478158,322.6569,0.01664,0.045861073,0.000224809,0.00098916,0.000458611,0.000539542,0.001987313,2.69771e-05,0.000168157,"51","<0.5","1.1",0.51,0.6,2.21,0.03,0.187,1.027288034,0.005035726,0.022157193,0.01027288,0.012085742,0.044515815,0.000604287,0.003766723
"2022","AO3","Measured","Frozen",2022-03-17 03:15:00,2022-03-26 08:08:00,"Mar",1.68318903113932,136863.4665,1.3545,19.45318827,0.095358766,0.41957857,0.194531883,0.228861038,0.842971492,0.011443052,0.071328357,"51","<0.5","1.1",0.51,0.6,2.21,0.03,0.187,435.7514172,2.136036359,9.398559979,4.357514172,5.126487261,18.88256141,0.256324363,1.597755196
"2022","AO3","Estimated","Frozen",2022-03-30 20:00:00,2022-04-03 13:00:00,"Mar",0.300273516824085,24415.8402,1.2085,24.49668134,0.040827802,0.088460238,0.030620852,0.081655604,0.200736694,0.002585761,0.04821083,"360","0.6","1.3",0.45,1.2,2.95,0.038,0.7085,548.725662,0.91454277,1.981509335,0.685907077,1.82908554,4.496501952,0.057921042,1.079922587
"2022","AO3","Measured","Frozen",2022-04-03 13:00:00,2022-04-09 10:30:00,"Apr",1.83035287042503,148829.6526,2.9114,277.4908479,0.290349168,0.622176789,0.161765965,0.746612147,1.530554901,0.019080088,0.510184967,"669","0.7","1.5",0.39,1.8,3.69,0.046,1.23,6215.794992,6.503821367,13.93676007,3.623557619,16.72411209,34.28442978,0.427393976,11.42814326
"2022","AO3","Measured","Frozen",2022-04-09 10:30:00,2022-04-11 22:09:00,"Apr",0.445113783943329,36193.092,2.6793,51.34244508,0.025217311,0.16139079,0.038330313,0.146260403,0.345981506,0.004135639,0.08271278,"509","<0.5","1.6",0.38,1.45,3.43,0.041,0.82,1150.07077,0.564867765,3.615153697,0.858599003,3.276233038,7.749985738,0.092638313,1.85276627
"2022","AO3","Measured","Frozen",2022-04-12 10:00:00,2022-04-14 00:41:00,"Apr",0.422972719893743,34392.7578,4.7188,717.4504034,1.322754251,1.05436933,0.05942809,1.972629165,3.086426585,0.004217477,1.418606008,"7485","13.8","11",0.62,20.58,32.2,0.044,14.8,16070.88904,29.62969522,23.617873,1.331189205,44.1868933,69.13595551,0.094471492,31.77677458
"2022","AO3","Estimated","Frozen",2022-04-15 16:00:00,2022-04-15 23:15:00,"Apr",0.00583076298701299,474.111,0.08619,9.890196366,0.01823443,0.014534691,0.000819228,0.027193085,0.042547004,5.81388e-05,0.019555766,"7485","13.8","11",0.62,20.58,32.2,0.044,14.8,221.5403986,0.408451236,0.325577072,0.018350708,0.609125104,0.953052884,0.001302308,0.438049152
"2022","AO3","Estimated","Non-Frozen",2022-04-19 13:15:00,2022-04-19 17:45:00,"Apr",0.00605766676505313,492.561,0.13062,1.376873475,0.018120369,0.012766623,0.000549102,0.008112983,0.021428709,4.66737e-05,0.004722278,"1003","13.2","9.3",0.4,5.91,15.61,0.034,3.44,30.84196584,0.40589626,0.285972365,0.012299887,0.181730826,0.480003077,0.00104549,0.105779025
"2022","AO3","Measured","Non-Frozen",2022-04-20 18:06:00,2022-04-21 05:30:00,"Apr",0.133837795159386,10882.6188,1.6024,30.42057565,0.400350547,0.282065158,0.012131835,0.179247859,0.473444851,0.001031206,0.104333779,"1003","13.2","9.3",0.4,5.91,15.61,0.034,3.44,681.4208946,8.967852252,6.318259541,0.271753099,4.015152031,10.60516467,0.023099013,2.337076647
